chrom	start	end	mean.x	mean.y	fmnorm
94779	NC_006126.5	3360000	3370000	0.19	7.97	5.64282967516539
94780	NC_006126.5	3370000	3380000	0.13	7.21	6.04573700571823
94781	NC_006126.5	3380000	3390000	0.51	7.44	4.11905474375504
94782	NC_006126.5	3390000	3400000	0.68	7.58	3.73091247153925
94783	NC_006126.5	340000	350000	0.7	9.86	4.06848209405145
94784	NC_006126.5	3400000	3410000	0.23	7.64	5.30618814659724
94785	NC_006126.5	3410000	3420000	0.14	6.98	5.89204957877055
94786	NC_006126.5	3420000	3430000	1.57	10.55	3.00072780932142
94787	NC_006126.5	3430000	3440000	0.25	8.12	5.27380100202895
94788	NC_006126.5	3440000	3450000	0.27	7	4.94864488428736
94789	NC_006126.5	3450000	3460000	0.27	8.14	5.16631875672128
94790	NC_006126.5	3460000	3470000	0.45	9.33	4.62620144914058
94791	NC_006126.5	3470000	3480000	0.25	12.92	5.9438554395377
94792	NC_006126.5	3480000	3490000	0.19	10.42	6.02953332345342
94793	NC_006126.5	3490000	3500000	2.09	7.48	2.09185660242525
94794	NC_006126.5	350000	360000	1.66	9.04	2.69746080568676
94795	NC_006126.5	3500000	3510000	0.09	4.4	5.86375598670085
94796	NC_006126.5	3510000	3520000	0.1	9.35	6.79921573450614
94797	NC_006126.5	3520000	3530000	0.54	8.52	4.23214339268087
94798	NC_006126.5	3530000	3540000	1.14	8.67	3.17931944367559
94799	NC_006126.5	3540000	3550000	0.28	8.44	5.16606554126808
94800	NC_006126.5	3550000	3560000	0.14	7.46	5.98799817281613
94801	NC_006126.5	3560000	3570000	0.67	6.56	3.54378408877881
94805	NC_006126.5	360000	370000	0.88	7.67	3.37597242348414
94806	NC_006126.5	3600000	3610000	0.39	6.62	4.33760646256347
94807	NC_006126.5	3610000	3620000	0.17	4.7	5.04137537993316
94808	NC_006126.5	3620000	3630000	3.12	8.19	1.64463869739726
94809	NC_006126.5	3630000	3640000	0.32	7.15	4.73412070628425
94810	NC_006126.5	3640000	3650000	3.8	10.68	1.74316159797511
94811	NC_006126.5	3650000	3660000	2.19	17.67	3.26462053956894
94812	NC_006126.5	3660000	3670000	0.21	7.89	5.4838853418532
94813	NC_006126.5	3670000	3680000	1.27	7.81	2.87281532598831
94814	NC_006126.5	3680000	3690000	0.05	9.55	7.82975010265425
94815	NC_006126.5	3690000	3700000	0.92	8.22	3.41175390224317
94817	NC_006126.5	3700000	3710000	1.67	8.88	2.66303284849455
94818	NC_006126.5	3710000	3720000	0.34	6.91	4.59740033375642
94819	NC_006126.5	3720000	3730000	0.16	4.37	5.0238107441191
94820	NC_006126.5	3730000	3740000	0.09	3.59	5.57023630699924
94821	NC_006126.5	3740000	3750000	0.3	3.66	3.86113051729402
94822	NC_006126.5	3750000	3760000	1.04	4.35	2.3167531472135
94823	NC_006126.5	3760000	3770000	2.37	4.66	1.22776417037452
94824	NC_006126.5	3770000	3780000	1.09	4.43	2.27529983839659
94825	NC_006126.5	3780000	3790000	0.89	4.06	2.44192376083728
94826	NC_006126.5	3790000	3800000	0.34	0.6	1.07174902897668
94827	NC_006126.5	380000	390000	0.55	8.28	4.16444851859317
94828	NC_006126.5	3800000	3810000	2.7	6.44	1.50642255568229
94829	NC_006126.5	3810000	3820000	0.24	7.48	5.21425323378498
94830	NC_006126.5	3820000	3830000	0.09	7.35	6.60399671289991
94831	NC_006126.5	3830000	3840000	0.06	7.35	7.18895921362107
94832	NC_006126.5	3840000	3850000	0.87	8.97	3.61834195368903
94833	NC_006126.5	3850000	3860000	1.91	11.27	2.81316424675497
94834	NC_006126.5	3860000	3870000	2.6	11.45	2.39108534457435
94835	NC_006126.5	3870000	3880000	0.38	8.09	4.66438965360489
94836	NC_006126.5	3880000	3890000	5.02	10.55	1.32380500426228
94837	NC_006126.5	3890000	3900000	0.24	7.23	5.16521061084846
94838	NC_006126.5	390000	400000	0.18	7.86	5.70078177543479
94839	NC_006126.5	3900000	3910000	1.28	7.39	2.78175182876465
94840	NC_006126.5	3910000	3920000	1.46	9.25	2.91580627114216
94841	NC_006126.5	3920000	3930000	0.19	7.97	5.64282967516539
94842	NC_006126.5	3930000	3940000	0.1	8.18	6.60635021267289
94843	NC_006126.5	3940000	3950000	0.05	7.3	7.44214583349852
94844	NC_006126.5	3950000	3960000	1.12	8.01	3.09062478496961
94845	NC_006126.5	3960000	3970000	0.71	9.72	4.0273866587196
94846	NC_006126.5	3970000	3980000	0.06	7.69	7.25419856185917
94847	NC_006126.5	3980000	3990000	0.42	7.89	4.4838853418532
94848	NC_006126.5	3990000	4000000	0.11	8.94	6.59702067716452
94849	NC_006126.5	40000	50000	0.03	7.32	8.18305861218139
94850	NC_006126.5	400000	410000	7.7	16.11	1.31734741774281
94851	NC_006126.5	4000000	4010000	0.13	8.15	6.22253780559585
94852	NC_006126.5	4010000	4020000	0.61	7.66	3.90278451898057
94853	NC_006126.5	4020000	4030000	0.33	8.56	4.94939414166119
94854	NC_006126.5	4030000	4040000	0.23	8.83	5.51502894620995
94855	NC_006126.5	4040000	4050000	0.25	7.14	5.08824534887288
94856	NC_006126.5	4050000	4060000	1.48	7.89	2.66674939900301
94857	NC_006126.5	4060000	4070000	0.26	8.82	5.33651640203493
94858	NC_006126.5	4070000	4080000	0.3	7.44	4.88458949011801
94859	NC_006126.5	4080000	4090000	0.4	7.25	4.43223036463344
94860	NC_006126.5	4090000	4100000	1.06	8.98	3.33497245479645
94861	NC_006126.5	410000	420000	0.2	7.84	5.54510302384635
94862	NC_006126.5	4100000	4110000	0.46	8.89	4.52479892739126
94863	NC_006126.5	4110000	4120000	4.28	8.76	1.28564134781853
94864	NC_006126.5	4120000	4130000	1.23	7.65	2.88912270685927
94865	NC_006126.5	4130000	4140000	0.81	12.43	4.19208185278636
94866	NC_006126.5	4140000	4150000	0.06	8.04	7.31841046507627
94867	NC_006126.5	4150000	4160000	0.1	7.21	6.42424862897196
94868	NC_006126.5	4160000	4170000	0.17	7.78	5.76848477835435
94869	NC_006126.5	4170000	4180000	0.27	7.91	5.12496765692782
94870	NC_006126.5	4180000	4190000	3.53	9.79	1.72396195095102
94871	NC_006126.5	4190000	4200000	0.17	8.72	5.93304275814509
94872	NC_006126.5	420000	430000	0.14	7.19	5.93481431300019
94873	NC_006126.5	4200000	4210000	0.11	7.12	6.2686230869476
94874	NC_006126.5	4210000	4220000	0.03	8.37	8.37644258644769
94875	NC_006126.5	4220000	4230000	0.07	7.26	6.94879209055665
94876	NC_006126.5	4230000	4240000	0.16	8.51	5.98533659630446
94877	NC_006126.5	4240000	4250000	0.06	7.84	7.28206861801255
94878	NC_006126.5	4250000	4260000	0.27	8.01	5.14309220486374
94879	NC_006126.5	4260000	4270000	0.02	9.24	9.10407031603456
94880	NC_006126.5	4270000	4280000	1.12	8.51	3.17798167424686
94881	NC_006126.5	4280000	4290000	0.04	8.2	7.93180137412395
94882	NC_006126.5	4290000	4300000	0.27	7.55	5.05776660666747
94883	NC_006126.5	430000	440000	0.42	7.43	4.39722225237834
94884	NC_006126.5	4300000	4310000	5.35	11.57	1.36509934243748
94885	NC_006126.5	4310000	4320000	0.08	8.25	6.94057158375168
94886	NC_006126.5	4320000	4330000	1.74	7.24	2.30922366585298
94887	NC_006126.5	4330000	4340000	0.45	7.43	4.29768657882742
94888	NC_006126.5	4340000	4350000	0.32	7.75	4.8503737747801
94889	NC_006126.5	4350000	4360000	0.03	7.97	8.30579468788782
94890	NC_006126.5	4360000	4370000	0.05	7.7	7.5191078153134
94891	NC_006126.5	4370000	4380000	1.59	9.05	2.76121230130471
94892	NC_006126.5	4380000	4390000	1.49	7.49	2.58197466261509
94893	NC_006126.5	4390000	4400000	0.16	7.79	5.85780079268017
94894	NC_006126.5	440000	450000	0.17	7.45	5.70595504871769
94895	NC_006126.5	4400000	4410000	0.07	7.61	7.01671899606444
94896	NC_006126.5	4410000	4420000	0.72	9.29	3.94193105955884
94897	NC_006126.5	4420000	4430000	0.63	8.3	3.97200887735287
94898	NC_006126.5	4430000	4440000	0.16	8.03	5.90157745213581
94899	NC_006126.5	4440000	4450000	0.07	8.15	7.11562260167934
94900	NC_006126.5	4450000	4460000	0.14	8.17	6.11915862070658
94901	NC_006126.5	4460000	4470000	0.82	7.67	3.47785203750335
94902	NC_006126.5	4470000	4480000	0.37	7.87	4.66308773449704
94903	NC_006126.5	4480000	4490000	2.53	8.35	1.9749600872856
94904	NC_006126.5	4490000	4500000	0.07	8.06	7.09960238108886
94905	NC_006126.5	450000	460000	0.2	8.34	5.6342967531758
94906	NC_006126.5	4500000	4510000	0.04	7.96	7.88894589516215
94907	NC_006126.5	4510000	4520000	0.55	7.59	4.03891763650931
94908	NC_006126.5	4520000	4530000	3.07	12.41	2.26751382937868
94909	NC_006126.5	4530000	4540000	0.23	8.28	5.42224627606081
94910	NC_006126.5	4540000	4550000	0.33	8.34	4.91183072870471
94911	NC_006126.5	4550000	4560000	1.34	10.13	3.17065054296187
94912	NC_006126.5	4560000	4570000	0.86	7.12	3.3017899508828
94913	NC_006126.5	4570000	4580000	0.97	8.73	3.42224627606081
94914	NC_006126.5	4580000	4590000	1.51	8.37	2.72300034784376
94915	NC_006126.5	4590000	4600000	0.17	9.06	5.9882256734144
94916	NC_006126.5	460000	470000	1.3	8.74	3.00144293109064
94917	NC_006126.5	4600000	4610000	0.59	9.18	4.21202856867047
94918	NC_006126.5	4610000	4620000	2.86	9.5	1.98423364105842
94919	NC_006126.5	4620000	4630000	0.46	7.29	4.23853432288842
94920	NC_006126.5	4630000	4640000	0.79	8.23	3.63328914686302
94921	NC_006126.5	4640000	4650000	3.13	10.1	1.94244200532504
94922	NC_006126.5	4650000	4660000	0.61	8.6	4.06977678664507
94923	NC_006126.5	4660000	4670000	3.33	8.34	1.5768464809919
94924	NC_006126.5	4670000	4680000	2.34	9.64	2.29484589126506
94925	NC_006126.5	4680000	4690000	2.6	10.65	2.28659117670325
94926	NC_006126.5	4690000	4700000	0.5	8.91	4.4077467063657
94927	NC_006126.5	470000	480000	0.29	7.31	4.90806787544337
94928	NC_006126.5	4700000	4710000	0.06	7.72	7.25981581116542
94929	NC_006126.5	4710000	4720000	0.15	7.79	5.95091019707165
94930	NC_006126.5	4720000	4730000	0.1	8.95	6.73613705188276
94931	NC_006126.5	4730000	4740000	0.73	11.59	4.24116156674495
94932	NC_006126.5	4740000	4750000	0.39	6.67	4.34846200694084
94933	NC_006126.5	4750000	4760000	0.15	7.43	5.88264907954858
94934	NC_006126.5	4760000	4770000	0.79	9.13	3.78301157642562
94935	NC_006126.5	4770000	4780000	0.06	7.2	7.15921187022702
94936	NC_006126.5	4780000	4790000	0.36	7.23	4.58024811012731
94937	NC_006126.5	4790000	4800000	0.02	7.53	8.80882732929043
94938	NC_006126.5	480000	490000	0.36	8.51	4.81541159486215
94939	NC_006126.5	4800000	4810000	0.03	7.65	8.24667471147736
94940	NC_006126.5	4810000	4820000	0.03	8.94	8.47148979508066
94941	NC_006126.5	4820000	4830000	0.02	8.89	9.04836088344827
94942	NC_006126.5	4830000	4840000	0.04	8.57	7.995472668731
94943	NC_006126.5	4840000	4850000	0.01	8.04	9.90337296579743
94944	NC_006126.5	4850000	4860000	0.01	8.91	10.0516028961404
94945	NC_006126.5	4860000	4870000	0.3	8.54	5.08352293863047
94946	NC_006126.5	4870000	4880000	0.19	8.41	5.72035575143006
94947	NC_006126.5	4880000	4890000	0.02	9.8	9.18895921362107
94948	NC_006126.5	4890000	4900000	0.08	8.16	6.92474661659
94949	NC_006126.5	490000	500000	0.13	8.34	6.25578512992207
94950	NC_006126.5	4900000	4910000	0.04	8.97	8.06128544953776
94951	NC_006126.5	4910000	4920000	0.12	8.62	6.41890283298644
94952	NC_006126.5	4920000	4930000	0.06	9.3	7.52844567989274
94953	NC_006126.5	4930000	4940000	0.13	8.18	6.22783858941916
94954	NC_006126.5	4940000	4950000	0.04	8.66	8.01054448934523
94955	NC_006126.5	4950000	4960000	0.42	7.62	4.43365103933306
94956	NC_006126.5	4960000	4970000	1.66	10.06	2.8516964330771
94957	NC_006126.5	4970000	4980000	0.44	8.13	4.46000119805623
94958	NC_006126.5	4980000	4990000	0.13	7.95	6.18669260664913
94959	NC_006126.5	4990000	5000000	0.01	9.05	10.0740952565891
94960	NC_006126.5	50000	60000	1.25	9.69	3.20688984537149
94961	NC_006126.5	500000	510000	0.11	9.22	6.64151259641054
94962	NC_006126.5	5000000	5010000	0.13	8.39	6.26440855691723
94963	NC_006126.5	5010000	5020000	0.3	7.9	4.97113952207445
94964	NC_006126.5	5020000	5030000	0.1	7.37	6.45591398882621
94965	NC_006126.5	5030000	5040000	0.18	7.91	5.70993015764898
94966	NC_006126.5	5040000	5050000	0.32	7.73	4.84664587854335
94967	NC_006126.5	5050000	5060000	0.05	7.63	7.50593242656567
94968	NC_006126.5	5060000	5070000	0.29	8.61	5.14420970688777
94969	NC_006126.5	5070000	5080000	0.34	8.24	4.85135896055138
94970	NC_006126.5	5080000	5090000	2.28	11.29	2.56026103122676
94971	NC_006126.5	5090000	5100000	0.09	8.34	6.78629984662085
94972	NC_006126.5	510000	520000	0.63	8.64	4.02992885328205
94973	NC_006126.5	5100000	5110000	0.03	7.67	8.25044154140028
94974	NC_006126.5	5110000	5120000	0.11	8.54	6.53098191560169
94975	NC_006126.5	5120000	5130000	0.52	7.63	4.12742080331194
94976	NC_006126.5	5130000	5140000	0.7	8.56	3.86450524407468
94977	NC_006126.5	5140000	5150000	0.12	7.44	6.20651758500538
94978	NC_006126.5	5150000	5160000	0.24	9.76	5.59809611146023
94979	NC_006126.5	5160000	5170000	0.04	9.23	8.10250811226427
94980	NC_006126.5	5170000	5180000	0.23	7.49	5.27758122702024
94981	NC_006126.5	5180000	5190000	0.02	8.88	9.04673714096861
94982	NC_006126.5	5190000	5200000	0.75	8.29	3.71873087561837
94983	NC_006126.5	520000	530000	0.72	8.57	3.82554766728869
94984	NC_006126.5	5200000	5210000	6.31	13.5	1.34956877157414
94985	NC_006126.5	5210000	5220000	0.57	7.78	4.02305760543995
94986	NC_006126.5	5220000	5230000	0.03	7.46	8.21039059415258
94987	NC_006126.5	5230000	5240000	1.62	12.45	3.19440129868932
94988	NC_006126.5	5240000	5250000	0.15	7.86	5.96381618126859
94989	NC_006126.5	5250000	5260000	0.06	6.42	6.99378826101965
94990	NC_006126.5	5260000	5270000	0.24	8.02	5.31481720035226
94991	NC_006126.5	5270000	5280000	0.14	9.87	6.39187262701729
94992	NC_006126.5	5280000	5290000	0.77	8.63	3.73875148310255
94993	NC_006126.5	5290000	5300000	0.69	7.87	3.76401664334782
94994	NC_006126.5	530000	540000	0.23	7.76	5.32867216074861
94995	NC_006126.5	5300000	5310000	0.04	8.69	8.0155336414329
94996	NC_006126.5	5310000	5320000	0.05	8.09	7.59038907216112
94997	NC_006126.5	5320000	5330000	0.74	7.71	3.63345495890459
94998	NC_006126.5	5330000	5340000	0.07	8.24	7.13146687974411
94999	NC_006126.5	5340000	5350000	1.47	11.93	3.27302725747736
95000	NC_006126.5	5350000	5360000	3.18	9.25	1.79274787473782
95001	NC_006126.5	5360000	5370000	0.26	6.81	4.96339254448948
95002	NC_006126.5	5370000	5380000	0.15	7.3	5.85718333277736
95003	NC_006126.5	5380000	5390000	0.25	7.07	5.07403148965317
95004	NC_006126.5	5390000	5400000	0.1	7.64	6.50782200776689
95005	NC_006126.5	540000	550000	0.38	7.91	4.63192764564771
95006	NC_006126.5	5400000	5410000	1.06	8.14	3.19328580432155
95007	NC_006126.5	5410000	5420000	0.22	8.47	5.5191078153134
95008	NC_006126.5	5420000	5430000	1.63	8.26	2.59359109180687
95009	NC_006126.5	5430000	5440000	0.36	9.09	4.91053275737029
95010	NC_006126.5	5440000	5450000	0	0.73	Inf
95011	NC_006126.5	5450000	5460000	0.46	1.59	2.04164227384584
95012	NC_006126.5	5460000	5470000	2.35	6.24	1.66120654691575
95013	NC_006126.5	5470000	5480000	0.97	8.16	3.32483377440287
95016	NC_006126.5	550000	560000	0.2	7.61	5.50214582323468
95017	NC_006126.5	5500000	5510000	1.29	4.61	2.08971695962458
95018	NC_006126.5	5510000	5520000	1.38	4.68	2.01416153742374
95019	NC_006126.5	5520000	5530000	4.06	11.46	1.74937668619023
95020	NC_006126.5	5530000	5540000	0.12	3.93	5.28574427615595
95021	NC_006126.5	5540000	5550000	2.09	5.36	1.61105133299539
95023	NC_006126.5	5560000	5570000	0.28	6.46	4.78035670725482
95024	NC_006126.5	5570000	5580000	1.14	7.34	2.93906751329697
95025	NC_006126.5	5580000	5590000	0.13	7.99	6.19393324940538
95026	NC_006126.5	5590000	5600000	0.32	8.89	5.04836088344827
95027	NC_006126.5	560000	570000	0.29	8.02	5.04179870594585
95028	NC_006126.5	5600000	5610000	0.32	8.79	5.0320406297619
95029	NC_006126.5	5610000	5620000	1.14	8.22	3.10242584413544
95030	NC_006126.5	5620000	5630000	0.65	9.11	4.0612607053921
95031	NC_006126.5	5630000	5640000	0.28	8.3	5.14193387879518
95032	NC_006126.5	5640000	5650000	0.1	8.54	6.66848543935163
95033	NC_006126.5	5650000	5660000	0.82	9.52	3.78958703330836
95034	NC_006126.5	5660000	5670000	0.01	7	9.70353238645083
95035	NC_006126.5	5670000	5680000	0.79	7.59	3.51649660185686
95036	NC_006126.5	5680000	5690000	0.79	10.65	4.0051782415546
95037	NC_006126.5	5690000	5700000	1.01	7.86	3.21249529412531
95038	NC_006126.5	570000	580000	0.84	8.84	3.64790641123117
95039	NC_006126.5	5700000	5710000	1.68	5.97	2.08159097310455
95040	NC_006126.5	5710000	5720000	1.23	5.01	2.27847356247447
95041	NC_006126.5	5720000	5730000	0.1	3.35	5.31841046507627
95042	NC_006126.5	5730000	5740000	1.85	335.62	7.75548088392604
95043	NC_006126.5	5740000	5750000	0.14	6.82	5.85859428158507
95044	NC_006126.5	5750000	5760000	0.12	7.43	6.20457717443594
95045	NC_006126.5	5760000	5770000	0.23	6.83	5.14450108685158
95046	NC_006126.5	5770000	5780000	0.17	8	5.80871462314289
95047	NC_006126.5	5780000	5790000	0.18	4.93	5.0278401095541
95048	NC_006126.5	5790000	5800000	0.28	7.49	4.99378826101965
95049	NC_006126.5	580000	590000	1.71	9.56	2.73533556771335
95050	NC_006126.5	5800000	5810000	2.74	9.63	2.06568117950143
95051	NC_006126.5	5810000	5820000	1.02	7.93	3.21107298835098
95052	NC_006126.5	5820000	5830000	0.72	7.94	3.71539147031915
95053	NC_006126.5	5830000	5840000	0.57	7.09	3.88907307769328
95054	NC_006126.5	5840000	5850000	0.44	8.46	4.51740350910115
95055	NC_006126.5	5850000	5860000	0.23	8.2	5.40823941806693
95056	NC_006126.5	5860000	5870000	0.35	7.7	4.7117528932558
95057	NC_006126.5	5870000	5880000	1.15	7.56	2.9690736478952
95058	NC_006126.5	5880000	5890000	0.06	8.01	7.31301720630605
95059	NC_006126.5	5890000	5900000	0.08	7.37	6.77784208371357
95060	NC_006126.5	590000	600000	0.79	8.64	3.70342802860487
95061	NC_006126.5	5900000	5910000	0.17	7.08	5.63246398345116
95062	NC_006126.5	5910000	5920000	2.34	11	2.48524436344712
95063	NC_006126.5	5920000	5930000	0.17	7.69	5.75169822132999
95064	NC_006126.5	5930000	5940000	0.66	7.58	3.77398119343114
95065	NC_006126.5	5940000	5950000	0.01	8.51	9.98533659630446
95066	NC_006126.5	5950000	5960000	0.15	6.9	5.77588323067551
95067	NC_006126.5	5960000	5970000	1.16	7.9	3.02004912255539
95068	NC_006126.5	5970000	5980000	0.65	8.21	3.91119187336785
95069	NC_006126.5	5980000	5990000	0.02	8.21	8.93355968639631
95070	NC_006126.5	5990000	6000000	2.16	12.96	2.83728377533966
95071	NC_006126.5	60000	70000	0.73	8.4	3.77674223340461
95072	NC_006126.5	600000	610000	0.22	7.12	5.2686230869476
95073	NC_006126.5	6000000	6010000	0.58	8.99	4.20651758500538
95074	NC_006126.5	6010000	6020000	0.21	7.55	5.42033668605218
95075	NC_006126.5	6020000	6030000	0.11	7.61	6.36464229948475
95076	NC_006126.5	6030000	6040000	0.22	7.83	5.40575815327224
95077	NC_006126.5	6040000	6050000	0.01	9.21	10.0993786207098
95078	NC_006126.5	6050000	6060000	0.12	8.21	6.34859718567515
95079	NC_006126.5	6060000	6070000	0.32	7.7	4.84103591020076
95080	NC_006126.5	6070000	6080000	2.07	8.62	2.31037837620827
95081	NC_006126.5	6080000	6090000	0.32	4.5	4.06610246583554
95082	NC_006126.5	6090000	6100000	0.82	9.22	3.74339221042975
95083	NC_006126.5	610000	620000	0.05	8.94	7.73452420091446
95084	NC_006126.5	6100000	6110000	0.22	9.62	5.70278273975125
95085	NC_006126.5	6110000	6120000	0.26	7.9	5.17759039954187
95086	NC_006126.5	6120000	6130000	4.56	9.75	1.34868966909073
95087	NC_006126.5	6130000	6140000	3.62	10.84	1.83462442888917
95088	NC_006126.5	6140000	6150000	1.71	9.58	2.73835060546878
95089	NC_006126.5	6150000	6160000	0.41	8.56	4.63623625640156
95090	NC_006126.5	6160000	6170000	0	0.44	Inf
95094	NC_006126.5	620000	630000	4.47	8.93	1.25070661855641
95096	NC_006126.5	6210000	6220000	0.23	6.08	4.97668683200507
95097	NC_006126.5	6220000	6230000	0.18	7.83	5.69526477046723
95098	NC_006126.5	6230000	6240000	0.74	8.44	3.76396709769674
95099	NC_006126.5	6240000	6250000	0.04	5.73	7.41471260337541
95105	NC_006126.5	630000	640000	0.04	8.27	7.94406479378978
95108	NC_006126.5	6320000	6330000	0	0.25	Inf
95109	NC_006126.5	6330000	6340000	0.49	6.61	4.00611789201098
95110	NC_006126.5	6340000	6350000	0.04	8.05	7.90516624762048
95111	NC_006126.5	6350000	6360000	0.14	9.05	6.26674033453146
95112	NC_006126.5	6360000	6370000	0.41	6.7	4.28278655534555
95113	NC_006126.5	6370000	6380000	0.23	9.86	5.6742031549394
95114	NC_006126.5	6380000	6390000	0.09	13.7	7.50235645102408
95115	NC_006126.5	6390000	6400000	0.18	9.31	5.94503363073498
95116	NC_006126.5	640000	650000	0.72	9.04	3.90257523559138
95117	NC_006126.5	6400000	6410000	0.06	7.97	7.30579468788782
95118	NC_006126.5	6410000	6420000	0.03	10.06	8.64177336370287
95119	NC_006126.5	6420000	6430000	0.15	7.33	5.86310006714379
95120	NC_006126.5	6430000	6440000	0.14	8.74	6.21645582206149
95121	NC_006126.5	6440000	6450000	0.03	8.62	8.41890283298644
95122	NC_006126.5	6450000	6460000	0.53	8.4	4.23864633772142
95123	NC_006126.5	6460000	6470000	0.1	7.96	6.56701780027479
95124	NC_006126.5	6470000	6480000	0.49	8.6	4.38580428009275
95125	NC_006126.5	6480000	6490000	0.13	7.62	6.12552874397073
95126	NC_006126.5	6490000	6500000	1.49	7.55	2.59348558836878
95127	NC_006126.5	650000	660000	0.07	7.44	6.98412516366893
95128	NC_006126.5	6500000	6510000	4.81	8.96	1.14978311290606
95129	NC_006126.5	6510000	6520000	0.64	6.58	3.61426504835374
95130	NC_006126.5	6520000	6530000	0.25	7.63	5.18400433167831
95131	NC_006126.5	6530000	6540000	0.14	6.85	5.86492653040878
95132	NC_006126.5	6540000	6550000	0.07	7.03	6.90234723163343
95133	NC_006126.5	6550000	6560000	1.13	7.67	3.01522507970625
95134	NC_006126.5	6560000	6570000	1.71	8.3	2.53143628596689
95135	NC_006126.5	6570000	6580000	0.24	7.48	5.21425323378498
95136	NC_006126.5	6580000	6590000	0.17	7.17	5.65068774207007
95137	NC_006126.5	6590000	6600000	0.11	7.16	6.27670543324546
95138	NC_006126.5	660000	670000	0.1	7.44	6.46955199083917
95139	NC_006126.5	6600000	6610000	0.04	8.23	7.93706989504013
95140	NC_006126.5	6610000	6620000	0.8	7.81	3.53957191787312
95141	NC_006126.5	6620000	6630000	1.19	7.77	2.95927429971827
95142	NC_006126.5	6630000	6640000	0.39	8.68	4.72847028820073
95143	NC_006126.5	6640000	6650000	0.19	7.85	5.6209426049539
95144	NC_006126.5	6650000	6660000	0.15	7.34	5.86506693185319
95145	NC_006126.5	6660000	6670000	0.06	8.41	7.38332076415249
95146	NC_006126.5	6670000	6680000	0.65	8.33	3.93212614695559
95147	NC_006126.5	6680000	6690000	0.58	8.22	4.07733486317261
95148	NC_006126.5	6690000	6700000	0.06	7.84	7.28206861801255
95149	NC_006126.5	670000	680000	0.05	7.42	7.46566855635194
95150	NC_006126.5	6700000	6710000	0.06	8.65	7.42391509642143
95151	NC_006126.5	6710000	6720000	0.02	8.17	8.92651354276418
95152	NC_006126.5	6720000	6730000	1.71	9.05	2.65624274170317
95153	NC_006126.5	6730000	6740000	1.25	9.4	3.16305393652141
95154	NC_006126.5	6740000	6750000	0.01	7.59	9.82027735003397
95155	NC_006126.5	6750000	6760000	0.12	7.56	6.22960119811842
95156	NC_006126.5	6760000	6770000	0.07	7.23	6.94281818951201
95157	NC_006126.5	6770000	6780000	0.51	7.85	4.19644477642599
95158	NC_006126.5	6780000	6790000	0.93	8.31	3.41186713028081
95159	NC_006126.5	6790000	6800000	0.83	7.95	3.51209289344329
95160	NC_006126.5	680000	690000	0.15	8.08	6.00364216176178
95161	NC_006126.5	6800000	6810000	1.09	8.47	3.21035510917377
95162	NC_006126.5	6810000	6813114	16.05	2238.3	7.37600758115542
95163	NC_006126.5	690000	700000	0.03	7.46	8.21039059415258
95164	NC_006126.5	70000	80000	0.06	8.01	7.31301720630605
95165	NC_006126.5	700000	710000	0.04	7.78	7.85594761960469
95166	NC_006126.5	710000	720000	0.44	7.69	4.37972944394303
95167	NC_006126.5	720000	730000	0.05	6.69	7.3162555803726
95168	NC_006126.5	730000	740000	0.22	7.18	5.28072968980425
95169	NC_006126.5	740000	750000	0.48	7.39	4.1967893280435
95170	NC_006126.5	750000	760000	4.78	9.27	1.20787999526328
95171	NC_006126.5	760000	770000	0.05	6.75	7.32913687166933
95172	NC_006126.5	770000	780000	0.21	6.99	5.30915249721518
95173	NC_006126.5	780000	790000	1.55	8.68	2.73774810178874
95175	NC_006126.5	80000	90000	0.15	8.01	5.99108911141869
95176	NC_006126.5	800000	810000	0.34	7.76	4.76477127555529
95177	NC_006126.5	810000	820000	0.15	6.86	5.76749544518279
95178	NC_006126.5	820000	830000	0.73	7.85	3.67904555951747
95179	NC_006126.5	830000	840000	1.24	9.05	3.11989894620219
95180	NC_006126.5	840000	850000	0.32	7.62	4.82596846211182
95181	NC_006126.5	850000	860000	1.19	9.27	3.21392903993609
95182	NC_006126.5	860000	870000	0.16	8.2	5.93180137412395
95183	NC_006126.5	870000	880000	0.29	7.21	4.88819572873175
95184	NC_006126.5	880000	890000	0.71	8.21	3.78381256689162
95185	NC_006126.5	890000	900000	0.18	7.52	5.63698512485383
95186	NC_006126.5	90000	100000	0.46	8.05	4.38160429156347
95187	NC_006126.5	900000	910000	0.14	10.05	6.41794613862719
95188	NC_006126.5	910000	920000	0.19	8.53	5.7407956924932
95189	NC_006126.5	920000	930000	0.03	7.6	8.23721438222829
95190	NC_006126.5	930000	940000	0.38	7.35	4.52599420089864
95191	NC_006126.5	940000	950000	0.26	6.94	4.99067340905567
95192	NC_006126.5	950000	960000	0.19	7.69	5.59123354913674
95194	NC_006126.5	970000	980000	0.43	7.4	4.35743798043271
95195	NC_006126.5	980000	990000	0.05	8.27	7.62213669890241
95196	NC_006126.5	990000	1000000	0.26	8.54	5.2899738160979
100720	NC_006127.5	5970000	5980000	21.32	37.46	1.06546473610237
101659	NC_006127.5	68140000	68150000	4.76	8.26	1.04750148273
101661	NC_006127.5	68160000	68170000	3	6	1.2523212746185
101677	NC_006127.5	68300000	68310000	2.84	7.55	1.66290698932626
103453	NC_008465.4	1000000	1010000	12.4	21.12	1.02059098870272
103454	NC_008465.4	1010000	1020000	9.45	21.98	1.4701264264593
