chrom	start	end	mean.x	mean.y	fmnorm	fpropnorm
79110	NC_006099.5	3310000	3320000	7.68	7.96	0.303983394440993	0.552482281733372
79134	NC_006099.5	3530000	3540000	4.24	5.21	0.549540382333809	0.594093135808298
79135	NC_006099.5	3540000	3550000	3.38	3.49	0.298525064545968	0.551546661606015
79138	NC_006099.5	3570000	3580000	5.73	6.2	0.366054351135833	0.563094254261143
79139	NC_006099.5	3580000	3590000	4.83	5.16	0.347669151205981	0.559956592512208
79141	NC_006099.5	360000	370000	2.99	3.24	0.36816960330502	0.563454929402509
79143	NC_006099.5	3610000	3620000	3.87	4.51	0.473115141729471	0.581257679884406
79144	NC_006099.5	3620000	3630000	1.42	1.99	0.739198775657467	0.625362724303504
79145	NC_006099.5	3630000	3640000	1.91	2.66	0.730174882083941	0.623896158132556
79152	NC_006099.5	370000	380000	3.25	3.54	0.375630916785681	0.56472663197581
79230	NC_006099.5	440000	450000	13.45	13.84	0.293559044811239	0.5506951117892
79462	NC_006099.5	6490000	6500000	14.29	14.68	0.291167326365897	0.550284884751962
79525	NC_006099.5	7050000	7060000	10.74	10.9	0.273655416297376	0.547279196903876
79789	NC_006099.5	9430000	9440000	9.13	10.02	0.386517017829487	0.566580522426282
79799	NC_006099.5	9520000	9530000	5.82	6.15	0.331888531936818	0.55725959860875
79854	NC_006100.5	1000000	1010000	0.24	0.36	0.837283775339656	0.641150442477876
79956	NC_006100.5	10920000	10930000	11.88	12.28	0.300096999187914	0.551816146877076
79962	NC_006100.5	10980000	10990000	5.18	5.9	0.44008413118115	0.57567487308568
79970	NC_006100.5	11040000	11050000	3.36	4.16	0.560443569980832	0.595914299950174
79975	NC_006100.5	11090000	11100000	4.76	5.5	0.460791319722579	0.57917709541542
79982	NC_006100.5	11150000	11160000	6.21	6.34	0.282210846537426	0.548748068006182
80042	NC_006100.5	1170000	1180000	0.8	0.84	0.322710602509898	0.555689475702624
80087	NC_006100.5	1210000	1220000	0.37	0.42	0.435185331768311	0.574845208914833
80342	NC_006100.5	1440000	1450000	0.12	0.16	0.667358773897344	0.613625535969509
80375	NC_006100.5	1470000	1480000	1.8	2.04	0.432893520260321	0.574456920978067
80597	NC_006100.5	1670000	1680000	2.63	3.49	0.66048551153585	0.612495389942717
80608	NC_006100.5	1680000	1690000	2.68	2.91	0.371107427069012	0.563955751182657
80619	NC_006100.5	1690000	1700000	5.6	6.48	0.462888260558159	0.579531314807134
80631	NC_006100.5	1700000	1710000	6.58	6.8	0.29976843702096	0.551759822195044
80642	NC_006100.5	1710000	1720000	7.99	8.12	0.2756054988757	0.547614077539426
80740	NC_006100.5	17990000	18000000	7.67	8.33	0.371411192481115	0.564007527782353
80743	NC_006100.5	18000000	18010000	9.94	10.48	0.328642234593665	0.556704364361436
80744	NC_006100.5	18010000	18020000	10.77	11.13	0.299756617416252	0.551757795961727
80750	NC_006100.5	18070000	18080000	11.33	11.92	0.325557649260146	0.556176657400856
80751	NC_006100.5	18080000	18090000	11.49	11.63	0.269793573445605	0.546615890550125
80918	NC_006100.5	2330000	2340000	10.36	11	0.338800795343969	0.558441367335227
80974	NC_006100.5	2840000	2850000	11.66	11.78	0.267093025248464	0.546151948526906
81012	NC_006100.5	3180000	3190000	3.33	3.6	0.364796003876913	0.562879659708363
81325	NC_006100.5	600000	610000	0.14	0.17	0.532429193811236	0.591229838709677
81413	NC_006100.5	680000	690000	1.71	1.85	0.365850220248915	0.563059444029604
81524	NC_006100.5	780000	790000	3.7	3.89	0.32456615908838	0.556007007534283
81558	NC_006100.5	810000	820000	2.19	2.41	0.390423551247289	0.567245349219692
81569	NC_006100.5	820000	830000	1.94	2.12	0.380328886994572	0.565526916045796
81658	NC_006100.5	900000	910000	4.33	4.43	0.285260948446794	0.549271532189023
81674	NC_006100.5	9140000	9150000	8.12	8.63	0.340202106612279	0.558680865037294
81683	NC_006100.5	9220000	9230000	4.66	6.75	0.786878821902413	0.633073003642803
81691	NC_006100.5	930000	940000	5.94	6.35	0.348614935477262	0.560118121452521
81698	NC_006100.5	9360000	9370000	11.3	11.72	0.304971071738198	0.552651541407666
81735	NC_006100.5	970000	980000	3.23	3.7	0.448312380440888	0.577067453699144
81768	NC_006101.5	0	10000	161.67	187.96	0.469694954908713	0.580680549000743
81769	NC_006101.5	10000	20000	25.18	53.34	1.33526081645041	0.716168001576707
81832	NC_006101.5	10550000	10560000	17.03	18.1	0.340232536910526	0.55868606556827
81833	NC_006101.5	10560000	10570000	15.24	17.92	0.486029009182782	0.583434781377779
81881	NC_006101.5	110000	120000	6.47	11.3	1.05680642992854	0.675358551058376
81992	NC_006101.5	120000	130000	7.85	13.18	0.999907085847563	0.66665235469465
82063	NC_006101.5	12630000	12640000	1.95	2.64	0.689385080227343	0.617238950647314
82075	NC_006101.5	12740000	12750000	6.46	6.76	0.31781035620676	0.554850703784958
82103	NC_006101.5	130000	140000	16.29	22.56	0.722101738491776	0.622582179541569
82113	NC_006101.5	13080000	13090000	3.79	3.99	0.326512172669754	0.556339969659485
82114	NC_006101.5	13090000	13100000	4.35	4.63	0.342318067142646	0.559042451468234
82116	NC_006101.5	13100000	13110000	3.72	4.38	0.487949523111642	0.583758278145695
82154	NC_006101.5	13450000	13460000	3.7	4.1	0.400419913607634	0.568945455590191
82155	NC_006101.5	13460000	13470000	3.47	4.85	0.735370359114729	0.624740808105322
82167	NC_006101.5	13570000	13580000	6.2	6.26	0.266215716276881	0.546001213504572
82198	NC_006101.5	13850000	13860000	6.21	6.32	0.277652564575122	0.547965566359076
82256	NC_006101.5	14370000	14380000	7.69	8.59	0.411995807795137	0.570912165718465
82260	NC_006101.5	14400000	14410000	6.75	7.04	0.313009201317604	0.554028590072905
82266	NC_006101.5	14460000	14470000	8.54	9.38	0.387673127513387	0.56677729808307
82273	NC_006101.5	14520000	14530000	9.53	9.88	0.304356102293236	0.552546154643311
82375	NC_006101.5	15440000	15450000	10.5	10.68	0.276843593752569	0.547826668748188
82376	NC_006101.5	15450000	15460000	10.66	11.21	0.324900114664751	0.556064150780626
82377	NC_006101.5	15460000	15470000	9.12	10.19	0.412369596619573	0.570975634372901
82378	NC_006101.5	15470000	15480000	0.73	1.04	0.762936433879575	0.629209542360037
82433	NC_006101.5	15970000	15980000	0.88	1.06	0.520810110544403	0.589282014686586
82445	NC_006101.5	16070000	16080000	4.07	4.23	0.307950143472203	0.553161995140078
82451	NC_006101.5	16120000	16130000	2.93	4.12	0.744064947379471	0.626152623836757
82452	NC_006101.5	16130000	16140000	7.08	9.04	0.60489468695069	0.603311197884282
82454	NC_006101.5	16150000	16160000	5.24	11.14	1.34043179042108	0.716896011426379
82455	NC_006101.5	16160000	16170000	4.86	10.64	1.38279120651391	0.722816937066183
82457	NC_006101.5	16180000	16190000	6.25	6.66	0.343987262140313	0.559327648098512
82458	NC_006101.5	16190000	16200000	0.12	0.22	1.12679039253464	0.685902401239349
82491	NC_006101.5	190000	200000	0.73	0.77	0.329283256433384	0.556814013549426
82502	NC_006101.5	20000	30000	2.48	4.79	1.20200680996781	0.697024291924886
82592	NC_006101.5	2800000	2810000	6.09	6.3	0.301230875099447	0.55201051448599
82598	NC_006101.5	2860000	2870000	13.74	14.09	0.288610882110037	0.54984632836284
82613	NC_006101.5	30000	40000	0.54	0.71	0.647180891959714	0.610304324612921
82625	NC_006101.5	310000	320000	59.61	120.24	1.26461191056404	0.706109314203333
82636	NC_006101.5	320000	330000	37.89	66.59	1.06580967492695	0.67672529289179
82647	NC_006101.5	330000	340000	124.23	192.28	0.882516374665361	0.648331629452321
82702	NC_006101.5	380000	390000	0.04	0.06	0.837283775339656	0.641150442477876
82724	NC_006101.5	40000	50000	1.68	3.99	1.50024878806209	0.738829401819499
82758	NC_006101.5	430000	440000	21.42	22.82	0.343661586156926	0.559272006563875
82772	NC_006101.5	4420000	4430000	8.27	9.1	0.390300490533284	0.56722441002041
82783	NC_006101.5	4520000	4530000	7.7	7.81	0.272785377178216	0.547129774402502
82789	NC_006101.5	4580000	4590000	6.88	7.77	0.427827308324112	0.573598257613389
82835	NC_006101.5	50000	60000	1.79	4.56	1.60139551151899	0.752129630420121
82842	NC_006101.5	5050000	5060000	8.23	8.82	0.352207499754395	0.560731573284018
82871	NC_006101.5	5310000	5320000	3.76	4.13	0.387730394360308	0.566787044640244
82883	NC_006101.5	5420000	5430000	7.97	8.67	0.373773543849863	0.564410141189806
82946	NC_006101.5	60000	70000	8.85	8.94	0.266918650831458	0.546121989023227
82963	NC_006101.5	6140000	6150000	10.5	11.67	0.404736507772364	0.569679089905764
82988	NC_006101.5	6370000	6380000	13.32	13.7	0.292903085395127	0.550582608608829
83057	NC_006101.5	70000	80000	2.99	7.93	1.65949665612437	0.759561221464572
83074	NC_006101.5	7140000	7150000	9.41	9.84	0.316784867229203	0.554675131805835
83168	NC_006101.5	80000	90000	4.2	7.47	1.08304018974161	0.679332568898027
83279	NC_006101.5	90000	100000	6.5	14.11	1.37052763929995	0.721110626735288
83390	NC_006102.5	0	10000	10.13	11.02	0.37381132438852	0.564416579404318
83422	NC_006102.5	10260000	10270000	4.61	5.02	0.375241888139934	0.564660347017884
83423	NC_006102.5	10270000	10280000	6.56	6.88	0.321034024702514	0.555402532457982
83481	NC_006102.5	1080000	1090000	13.07	13.36	0.283982141297119	0.549052074128939
83514	NC_006102.5	11090000	11100000	5.91	6.79	0.4525747186857	0.577788348462626
83520	NC_006102.5	11140000	11150000	5.86	5.93	0.269452714742256	0.546557337007339
83542	NC_006102.5	11340000	11350000	8.17	8.32	0.278568724613909	0.548122858980331
83556	NC_006102.5	11470000	11480000	4.99	5.08	0.278109956053406	0.54804409565599
83579	NC_006102.5	11680000	11690000	8.47	8.94	0.330234136469619	0.556976654943725
83668	NC_006102.5	12480000	12490000	7.57	7.66	0.269372366557726	0.546543534411762
83711	NC_006102.5	12870000	12880000	9.54	9.75	0.283734227249962	0.549009527007177
83719	NC_006102.5	12940000	12950000	18.92	20.42	0.362392052156907	0.562469632025695
83724	NC_006102.5	12990000	13000000	22.26	24.27	0.377041790427674	0.564967005384397
83730	NC_006102.5	13030000	13040000	48.96	55.17	0.424601697058943	0.573051322795357
83731	NC_006102.5	13040000	13050000	25.85	31.55	0.539796999286115	0.592463499907176
83732	NC_006102.5	13050000	13060000	38.2	55.73	0.797202789773494	0.634733700420843
83733	NC_006102.5	13060000	13062184	6.14	7.56	0.552468853469394	0.594582536128638
83787	NC_006102.5	180000	190000	18.04	24.12	0.671351843263204	0.614281541224497
84139	NC_006102.5	4970000	4980000	7.09	7.19	0.272527417818282	0.547085470240313
84140	NC_006102.5	4980000	4990000	9.08	9.51	0.319074318188149	0.555067085424403
84334	NC_006102.5	6720000	6730000	9.65	10.93	0.432013828134962	0.574307855572049
84349	NC_006102.5	6860000	6870000	9.86	10.16	0.295562125012755	0.551038626647997
84396	NC_006102.5	7280000	7290000	6.55	6.79	0.30423794243842	0.552525905153569
84403	NC_006102.5	7340000	7350000	9.82	10.01	0.279968319139801	0.54836313236942
84412	NC_006102.5	7420000	7430000	7.89	8.54	0.366532044225532	0.563175712345965
84499	NC_006102.5	8200000	8210000	6.28	7.2	0.449553622056548	0.577277420511476
84711	NC_006103.5	1100000	1110000	10.19	10.41	0.283137291752104	0.548907077725892
84717	NC_006103.5	1160000	1170000	12.91	17.9	0.723791861462928	0.622857412501743
84742	NC_006103.5	1390000	1400000	1.7	1.81	0.342776225564004	0.559120735747451
84744	NC_006103.5	1400000	1410000	0.02	0.04	1.2523212746185	0.704338315712723
84752	NC_006103.5	1480000	1490000	3.39	3.57	0.326960075511256	0.556416598498526
84766	NC_006103.5	1600000	1610000	5.85	6.66	0.439406827218996	0.575560189695569
84769	NC_006103.5	1630000	1640000	4.44	4.73	0.34360178160779	0.55926178883283
84789	NC_006103.5	1810000	1820000	56.35	57.62	0.284475324718787	0.549136712359229
84790	NC_006103.5	1820000	1830000	3.98	6.09	0.865995071981184	0.645716255136806
84828	NC_006103.5	2160000	2170000	2.76	3.93	0.762182320098938	0.629087582895038
84835	NC_006103.5	2220000	2230000	30.43	30.8	0.269757291686168	0.546609658041947
84856	NC_006103.5	2410000	2420000	3.46	4.06	0.483028964166952	0.582929301637034
84858	NC_006103.5	2430000	2440000	13.02	16.25	0.572031544256044	0.597846951180498
84861	NC_006103.5	2460000	2470000	4.76	4.86	0.282316014916338	0.548766119002422
84879	NC_006103.5	2620000	2630000	6.01	6.08	0.2690276073509	0.546484309213679
84888	NC_006103.5	2700000	2710000	19.02	22.15	0.472110727200317	0.581088215453103
84889	NC_006103.5	2710000	2720000	10.92	13.64	0.573192062722821	0.59804033703153
84902	NC_006103.5	2830000	2840000	2.69	3.13	0.470877758994494	0.580880163376028
84930	NC_006103.5	520000	530000	16.27	23.89	0.806513877402305	0.636228724018691
84940	NC_006103.5	610000	620000	7.38	8.13	0.391955810633132	0.567506048229755
84953	NC_006103.5	730000	740000	0.6	0.62	0.299626989396857	0.551735573734247
84967	NC_006103.5	860000	870000	7.86	8.08	0.292147255111689	0.550452970223714
84974	NC_006103.5	920000	930000	8.49	8.9	0.320362056919222	0.555287516009711
84997	NC_006104.5	10100000	10110000	10.39	10.84	0.31349037706816	0.554110996400097
85011	NC_006104.5	10230000	10240000	10.74	11.62	0.365937350037616	0.563074302259436
85073	NC_006104.5	1100000	1110000	12.61	13.54	0.354980737865277	0.561204993488899
85099	NC_006104.5	1340000	1350000	7.65	8.22	0.355999920720169	0.561378950516343
85263	NC_006104.5	2820000	2830000	5.49	5.65	0.293765992915852	0.550730604250733
85264	NC_006104.5	2830000	2840000	7.4	8.09	0.380935706532166	0.565630260980839
85363	NC_006104.5	3720000	3730000	13.72	14.07	0.28866312168222	0.54985529080601
85533	NC_006104.5	5250000	5260000	7.8	8.07	0.30141582414667	0.552042216717582
85534	NC_006104.5	5260000	5270000	5.29	5.88	0.404869707340839	0.569701723223142
85575	NC_006104.5	5630000	5640000	11.04	11.16	0.267918129669519	0.546293706293706
85634	NC_006104.5	6160000	6170000	7.66	7.85	0.287669536472533	0.549684821563192
85654	NC_006104.5	6340000	6350000	6.93	7.27	0.321421286400881	0.555468814882485
85765	NC_006104.5	7340000	7350000	9.74	9.85	0.268523226879897	0.546397660764983
85771	NC_006104.5	740000	750000	10.11	10.52	0.309672982007788	0.553457146544977
85796	NC_006104.5	7620000	7630000	9.38	10.1	0.359016739742281	0.561893781192805
85804	NC_006104.5	770000	780000	7.3	7.57	0.304718110836853	0.552608192296183
85848	NC_006104.5	8090000	8100000	7.26	8.1	0.410273634394737	0.570619713749393
85852	NC_006104.5	8120000	8130000	8.4	8.65	0.294632079476465	0.550879136093036
85860	NC_006104.5	820000	830000	5.68	5.86	0.297331009536066	0.551341938047616
85895	NC_006104.5	8510000	8520000	10.43	10.67	0.28514229292316	0.549251170337766
85896	NC_006104.5	8520000	8530000	9.83	10.23	0.309864098023248	0.553489885635457
85934	NC_006104.5	8870000	8880000	10.23	10.57	0.299490506255855	0.551712176104911
85952	NC_006104.5	9020000	9030000	10.29	10.42	0.27043357000304	0.546725827240479
85956	NC_006104.5	9060000	9070000	7.15	7.31	0.284249438905186	0.549097947062661
85971	NC_006104.5	920000	930000	7.09	7.34	0.302315710222197	0.552196460710428
85982	NC_006104.5	930000	940000	3.4	3.55	0.314605552872843	0.554301970355763
86030	NC_006104.5	9730000	9740000	7.62	8.07	0.335098950402959	0.557808555580361
86031	NC_006104.5	9740000	9750000	5.04	5.28	0.319435470477037	0.555128908392759
86039	NC_006104.5	9810000	9820000	6.57	7.12	0.368305145262568	0.563478038601726
86052	NC_006104.5	9930000	9940000	5.91	6.62	0.415994361248185	0.571590991363014
86060	NC_006105.5	10000	20000	7.63	7.8	0.284112341533581	0.549074418865634
86082	NC_006105.5	10180000	10190000	8.98	9.18	0.284099983291161	0.5490722979742
86096	NC_006105.5	10300000	10310000	7.45	7.73	0.305549263193824	0.55275062124652
86097	NC_006105.5	10310000	10320000	5.56	6.11	0.388408771713723	0.566902497449916
86110	NC_006105.5	10430000	10440000	5.06	5.29	0.316451612038216	0.554618072890664
86118	NC_006105.5	10500000	10510000	6.19	6.48	0.31837567828886	0.554947485631356
86165	NC_006105.5	10930000	10940000	22.97	28.39	0.557953266964968	0.595498574372669
86166	NC_006105.5	10940000	10950000	24.06	25.03	0.309342923130756	0.55340060478389
86188	NC_006105.5	11130000	11140000	11.56	11.94	0.298982713382626	0.551625121955885
86191	NC_006105.5	11160000	11170000	40.36	57.46	0.761953093044667	0.629050507761254
86192	NC_006105.5	11170000	11180000	10.7	10.89	0.277714432046898	0.547976188491799
86193	NC_006105.5	11180000	11190000	30.77	34.2	0.404793156058216	0.569688715637953
86194	NC_006105.5	11190000	11200000	33.61	41.4	0.553061499697186	0.594681555167717
86306	NC_006105.5	1970000	1980000	9.58	9.89	0.298266139641431	0.551502269798974
86525	NC_006105.5	3940000	3950000	13.25	13.6	0.289935566418278	0.550073586829318
86572	NC_006105.5	4360000	4370000	7.94	8.14	0.28821106174179	0.549777732409118
86580	NC_006105.5	4430000	4440000	4.29	4.66	0.371673581773235	0.564052250728315
86583	NC_006105.5	4460000	4470000	6.31	6.98	0.397908305845604	0.568518451377688
86602	NC_006105.5	4630000	4640000	9.36	9.58	0.285838400771276	0.549370623392721
86802	NC_006105.5	6430000	6440000	15.16	15.58	0.291746754509078	0.550384274442458
87090	NC_006105.5	9020000	9030000	6.51	6.76	0.306686977735049	0.552945569642762
87092	NC_006105.5	9040000	9050000	7.71	8.64	0.416621726866934	0.571697473465739
87101	NC_006105.5	9120000	9130000	4.34	4.76	0.385587805481964	0.566422350607916
87102	NC_006105.5	9130000	9140000	5.29	5.47	0.300594385297031	0.551901410142456
87106	NC_006105.5	9170000	9180000	4.74	5.21	0.388717587998749	0.566955052382562
87107	NC_006105.5	9180000	9190000	3.29	3.76	0.444966352560896	0.576501305483029
87110	NC_006105.5	9200000	9210000	1.65	1.91	0.463427888408433	0.579622456576852
87111	NC_006105.5	9210000	9220000	1.31	1.37	0.316930356041577	0.554700041494993
87117	NC_006105.5	9270000	9280000	5.73	6.15	0.354372546088198	0.561101178417311
87118	NC_006105.5	9280000	9290000	5.65	6.95	0.55108338492682	0.594351022720734
87119	NC_006105.5	9290000	9300000	5.03	5.8	0.457815774827908	0.578674320629861
87124	NC_006105.5	9330000	9340000	9.46	9.94	0.323726942841391	0.555863402434859
87139	NC_006105.5	9470000	9480000	5.6	5.67	0.270243182615763	0.546693123541495
87155	NC_006105.5	9610000	9620000	1.25	1.35	0.363352587007244	0.562633474987596
87156	NC_006105.5	9620000	9630000	6.86	7.13	0.308014774889576	0.553173068273815
87160	NC_006105.5	9660000	9670000	8.23	9	0.381353845413911	0.565701469171092
87161	NC_006105.5	9670000	9680000	9.36	9.92	0.336152865421971	0.557988736252219
87162	NC_006105.5	9680000	9690000	7.05	7.41	0.324171559638178	0.555939485585537
87167	NC_006105.5	9720000	9730000	6.22	6.87	0.395716793305998	0.56814578403608
87168	NC_006105.5	9730000	9740000	5.46	5.81	0.341958487103177	0.558981008951728
87169	NC_006105.5	9740000	9750000	3.56	3.74	0.323482303539739	0.555821538461538
87170	NC_006105.5	9750000	9760000	5.7	6	0.326321856062277	0.556307408793803
87171	NC_006105.5	9760000	9770000	2.43	3.24	0.667358773897344	0.613625535969509
87172	NC_006105.5	9770000	9780000	4.96	5.15	0.306553586302206	0.552922713743657
87173	NC_006105.5	9780000	9790000	4.05	5.36	0.656632367304286	0.611861300283256
87174	NC_006105.5	9790000	9800000	5.77	6.19	0.353689365187283	0.560984556727126
87180	NC_006105.5	9840000	9850000	5.76	7.08	0.550001823259185	0.594170263338963
87182	NC_006105.5	9860000	9870000	6.61	7.41	0.417144545416642	0.571786205833321
87188	NC_006105.5	9910000	9920000	10.79	11.05	0.286672779409277	0.549513796403499
87197	NC_006106.5	0	10000	8.46	8.75	0.300946628218242	0.55196179072665
87198	NC_006106.5	10000	20000	6.09	7.26	0.505848594707918	0.586769744355618
87220	NC_006106.5	10180000	10190000	1.32	1.5	0.436745845755928	0.575109544675176
87234	NC_006106.5	10300000	10310000	31.18	36.96	0.497665103336773	0.585393686934685
87235	NC_006106.5	10310000	10320000	12.66	16.11	0.600000363896728	0.602499001142878
87236	NC_006106.5	10320000	10323212	3.59	5.34	0.825177172483003	0.639217440547811
87254	NC_006106.5	120000	130000	8.93	9.68	0.368668146771872	0.563539927114326
87265	NC_006106.5	130000	140000	7.9	8.39	0.339139431993858	0.558499246122423
87309	NC_006106.5	170000	180000	58.44	88.23	0.846634381423222	0.642640280091946
87320	NC_006106.5	180000	190000	50.73	77.1	0.856212974289758	0.644163589144948
87331	NC_006106.5	190000	200000	58.47	76.36	0.637441786043392	0.608697611123943
87342	NC_006106.5	20000	30000	44.53	45.17	0.272908576613113	0.547150933471101
87365	NC_006106.5	220000	230000	2.98	3.29	0.39509652789158	0.568040293694995
87373	NC_006106.5	2270000	2280000	17.37	19.64	0.429518450222801	0.573884935892491
87531	NC_006106.5	370000	380000	7.81	8.42	0.360818959542917	0.562201272772389
87578	NC_006106.5	4110000	4120000	14.05	14.35	0.282801881073262	0.548849510920886
87601	NC_006106.5	4320000	4330000	5.9	6.01	0.278971311080482	0.548191974739768
87606	NC_006106.5	4370000	4380000	6.68	7	0.319828093976777	0.555196116747185
87631	NC_006106.5	460000	470000	4.5	4.68	0.308904802984868	0.553325549117667
87687	NC_006106.5	510000	520000	8.35	8.47	0.272907046589284	0.547150670695947
87709	NC_006106.5	530000	540000	8.97	9.21	0.290414445790575	0.550155736655715
87750	NC_006106.5	5670000	5680000	5.9	6.03	0.283764322269382	0.549014691966356
87751	NC_006106.5	5680000	5690000	6.77	7.33	0.366978639177315	0.563251864373074
87755	NC_006106.5	5710000	5720000	9.08	9.2	0.27126283827196	0.546868269678077
87763	NC_006106.5	5790000	5800000	9.14	9.84	0.35878542489967	0.561854311212095
87774	NC_006106.5	5890000	5900000	4.29	4.78	0.408354245099703	0.570293713341411
87794	NC_006106.5	6060000	6070000	5.93	6.09	0.290731397978829	0.550210107022241
87795	NC_006106.5	6070000	6080000	4.97	5.29	0.34234314517024	0.559046736558358
87799	NC_006106.5	6100000	6110000	4.89	6.08	0.566558133109852	0.596934466367248
87811	NC_006106.5	6210000	6220000	0.76	0.96	0.589356261896071	0.600730702458995
87812	NC_006106.5	6220000	6230000	3.88	4.66	0.516594577085653	0.588574626319258
87813	NC_006106.5	6230000	6240000	6.33	7.09	0.415901402429675	0.571575212996878
87889	NC_006106.5	6920000	6930000	10.09	10.31	0.283439432880252	0.548958933330394
87987	NC_006106.5	7800000	7810000	13.41	13.55	0.26730488895526	0.546188348666232
88061	NC_006106.5	8470000	8480000	11.78	11.94	0.271784572052845	0.546957883345774
88063	NC_006106.5	8490000	8500000	10.89	11.1	0.279876997139062	0.548347455481864
88075	NC_006106.5	860000	870000	5.18	5.35	0.298908068220456	0.551612324796031
88097	NC_006106.5	880000	890000	12.07	12.55	0.308582962701613	0.553270412151841
88164	NC_006106.5	940000	950000	6.94	7.18	0.301369455863291	0.552034268740917
88175	NC_006106.5	950000	960000	8.24	8.65	0.322377069959369	0.55563239516602
88201	NC_006106.5	9730000	9740000	12.38	12.52	0.268544522336854	0.546401319207572
88234	NC_006107.5	10000000	10010000	5.09	5.57	0.382332945882837	0.56586819734956
88239	NC_006107.5	10050000	10060000	5.72	6.95	0.533319105450981	0.591378906366988
88259	NC_006107.5	10230000	10240000	4.15	4.96	0.509550058771088	0.587391703577659
88285	NC_006107.5	10470000	10480000	7.85	8.79	0.415491785982915	0.571505685011398
88297	NC_006107.5	10580000	10590000	3	4.46	0.824402484042924	0.639093595357613
88298	NC_006107.5	10590000	10600000	3.33	3.79	0.43899694571833	0.575490783225423
88302	NC_006107.5	10620000	10630000	5.45	6.13	0.421952118644993	0.572601926407408
88306	NC_006107.5	10660000	10670000	11.53	11.79	0.284492479946491	0.549139656421875
88402	NC_006107.5	11520000	11530000	11.33	12.42	0.384838587018466	0.566294807741777
88545	NC_006107.5	12810000	12820000	17.56	17.85	0.275952503999605	0.547673662966829
88687	NC_006107.5	1590000	1600000	19.25	19.82	0.294419791335362	0.550842730006183
88732	NC_006107.5	20000	30000	28.54	29.69	0.309313033129392	0.553395484316126
88776	NC_006107.5	2390000	2400000	13.38	13.51	0.266270833302724	0.546010683696318
88790	NC_006107.5	2510000	2520000	14.34	14.85	0.302739181604724	0.552269041888227
88902	NC_006107.5	3520000	3530000	9.45	10.47	0.400196482440874	0.568907473687941
88954	NC_006107.5	40000	50000	11.63	12.52	0.3587047400779	0.561840543522444
88963	NC_006107.5	4070000	4080000	7.7	7.97	0.302042553026708	0.552149641559068
89043	NC_006107.5	480000	490000	5.33	5.88	0.394001896695689	0.567854111535774
89058	NC_006107.5	4930000	4940000	11.45	11.8	0.295760535883398	0.551072650140804
89061	NC_006107.5	4960000	4970000	10.29	10.81	0.323444815459182	0.555815123232549
89119	NC_006107.5	5480000	5490000	9.31	9.48	0.278427165957966	0.548098555849292
89343	NC_006107.5	750000	760000	8.4	8.97	0.347039931871639	0.559849122140512
89548	NC_006107.5	9340000	9350000	6.59	6.85	0.308146797458338	0.553195687195431
89551	NC_006107.5	9370000	9380000	10.06	10.28	0.283531234006851	0.548974688680612
89578	NC_006107.5	9610000	9620000	5.2	5.85	0.422246276060813	0.572651824529048
89596	NC_006107.5	9780000	9790000	7.35	7.58	0.296774873065865	0.551246581189825
89608	NC_006107.5	9890000	9900000	6.6	7.22	0.381854087259855	0.565786655763877
89611	NC_006107.5	9910000	9920000	5.04	5.38	0.346503713675208	0.559757531891794
89621	NC_006108.5	10000	20000	20.23	22.08	0.378565126838386	0.565226505009433
89625	NC_006108.5	1020000	1030000	9.37	9.72	0.305228540565095	0.552695662206222
89649	NC_006108.5	1240000	1250000	3.95	4.42	0.414514990945467	0.571339873172964
89835	NC_006108.5	2920000	2930000	9.24	9.64	0.313461569432404	0.554106062877993
89949	NC_006108.5	3950000	3960000	10.13	10.47	0.299948542748171	0.551790697484103
90000	NC_006108.5	4400000	4410000	6.72	7.49	0.408825760298491	0.570373803926762
90015	NC_006108.5	4540000	4550000	13.15	14.27	0.370243809914599	0.563808540635032
90054	NC_006108.5	490000	500000	9.12	9.69	0.33978411586884	0.558609429212872
90165	NC_006108.5	590000	600000	3.27	4.62	0.750923490536475	0.627264792568824
90177	NC_006108.5	600000	610000	3.67	4.85	0.654525958849777	0.611514500480978
90199	NC_006108.5	620000	630000	4.33	5.12	0.494098059891775	0.584793468557679
90219	NC_006108.5	6380000	6390000	9.48	10.06	0.337992615525768	0.558303229186774
90229	NC_006108.5	6470000	6480000	6.67	6.96	0.313721819282643	0.554150632215503
90234	NC_006108.5	6510000	6520000	3.83	4.33	0.429343907420268	0.573855350114078
90236	NC_006108.5	6530000	6540000	5.68	6.17	0.371700834263236	0.564056895719572
90239	NC_006108.5	6560000	6570000	6.94	7.32	0.329229260324282	0.556804777525974
90245	NC_006108.5	6610000	6620000	7.04	7.3	0.304642309748583	0.552595202347107
90265	NC_006108.5	680000	690000	4.98	5.69	0.444604184857001	0.576440014598356
90284	NC_006108.5	800000	810000	11.72	12.01	0.287584855901886	0.54967029239223
90306	NC_006109.5	10000	20000	5.32	5.97	0.418625960382116	0.572037605365847
90329	NC_006109.5	120000	130000	74.59	83.04	0.407145491552938	0.570088380192529
90360	NC_006109.5	1480000	1490000	9.07	9.19	0.271283585379012	0.546871833286003
90365	NC_006109.5	1520000	1530000	7.93	8.06	0.275780247442489	0.547644084379543
90372	NC_006109.5	1590000	1600000	4.37	5.01	0.44949859831311	0.577268113357658
90374	NC_006109.5	1600000	1610000	2.48	2.57	0.303749513425503	0.552442199425888
