chrom	length.x	bases.x	mean.x	min.x	max.x	length.y	bases.y	mean.y	min.y	max.y	fmnorm
230265	9287	62275	6.71	0	181	9287	340742	36.69	0	232	2.098142279
230286	15834	53456	3.38	0	59	15834	578161	36.51	0	122	3.080336563
230311	8713	49701	5.7	0	77	8713	309910	35.57	0	141	2.288767196
230318	8816	57798	6.56	0	96	8816	301188	34.16	0	126	2.027680301
230346	15734	13777	0.88	0	42	15734	530488	33.72	0	83	4.907097248
230357	13196	164981	12.5	0	302	13196	628390	47.62	0	465	1.576779571
230398	7864	29590	3.76	0	69	7864	286834	36.47	0	108	2.925045678
230429	12982	14766	1.14	0	20	12982	467716	36.03	0	94	4.629232968
230437	5289	15928	3.01	0	38	5289	215705	40.78	0	84	3.407166429
230476	6634	6086	0.92	0	15	6634	238820	36	0	71	4.937359281
230498	7909	36632	4.63	0	92	7909	249195	31.51	0	144	2.413865701
230505	10119	35477	3.51	0	69	10119	340764	33.68	0	104	2.909489248
230515	6996	97569	13.95	0	111	6996	337028	48.17	0	167	1.435009847
230550	5401	12822	2.37	0	22	5401	231049	42.78	0	173	3.821117564
230659	14399	151026	10.49	0	135	14399	683170	47.45	0	252	1.824533455
230767	5273	69401	13.16	0	120	5273	260572	49.42	0	161	1.556075567
231177	10209	21374	2.09	0	33	10209	335561	32.87	0	115	3.622336655
231191	6600	84673	12.83	0	128	6600	311428	47.19	0	191	1.526100047
231389	6497	5928	0.91	0	9	6497	545681	83.99	0	1536	6.175347258
231392	5234	11867	2.27	0	38	5234	181497	34.68	0	98	3.580479741
231421	11823	115429	9.76	0	115	11823	495906	41.94	0	236	1.750513854
231452	11314	142141	12.56	0	288	11314	516187	45.62	0	340	1.507970028
231465	6237	111658	17.9	0	142	6237	348985	55.95	0	250	1.291318589
231469	8406	45906	5.46	0	59	8406	342298	40.72	0	117	2.545904751
231596	9944	29236	2.94	0	69	9944	364947	36.7	0	102	3.289032048
231603	5747	81797	14.23	0	174	5747	266304	46.34	0	245	1.350462428
231663	7651	43214	5.65	0	114	7651	267569	34.97	0	150	2.276935069
233180	6686	31566	4.72	0	74	6686	270174	40.41	0	94	2.744993632
233195	6199	10939	1.76	0	48	6199	216739	34.96	0	96	3.959197896
233558	11182	49190	4.4	0	83	11182	401000	35.86	0	125	2.673940105
233743	20288	169860	8.37	0	116	20288	908645	44.79	0	235	2.067017184
233749	12245	40051	3.27	0	65	12245	464810	37.96	0	97	3.184257497
233764	7123	4523	0.63	0	9	7123	227712	31.97	0	58	5.312363151
233783	5609	35533	6.33	0	57	5609	229867	40.98	0	143	2.341782625
233813	6325	7690	1.22	0	39	6325	173337	27.41	0	75	4.136889321
233840	8258	130761	15.83	0	103	8258	355615	43.06	0	183	1.09082711
233848	7885	38308	4.86	0	51	7885	284983	36.14	0	85	2.541708333
233879	15907	40738	2.56	0	63	15907	569956	35.83	0	156	3.454092374
233887	6357	59011	9.28	0	84	6357	297066	46.73	0	169	1.979292372
233924	22588	68418	3.03	0	55	22588	828905	36.7	0	170	3.24553041
233943	11002	59247	5.39	0	59	11002	415378	37.75	0	109	2.455259512
233994	5836	71202	12.2	0	105	5836	295480	50.63	0	204	1.700251382
234048	5537	66237	11.96	0	240	5537	263591	47.61	0	385	1.640187285
234066	8281	102997	12.44	0	188	8281	371205	44.83	0	245	1.496618059
234100	8817	19589	2.22	0	49	8817	328083	37.21	0	119	3.714198854
234136	5854	21140	3.61	0	63	5854	255601	43.66	0	228	3.243381434
234162	14813	90472	6.11	0	100	14813	516712	34.88	0	135	2.160295801
234168	7186	70155	9.76	0	172	7186	334923	46.61	0	257	1.902826506
234172	5614	49310	8.78	0	140	5614	277970	49.51	0	165	2.14256715
234218	8125	4030	0.5	0	16	8125	269258	33.14	0	62	5.697641743
234223	8882	5226	0.59	0	50	8882	281939	31.74	0	55	5.396583409
234254	8332	16141	1.94	0	47	8332	278632	33.44	0	86	3.754586335
234262	7058	21575	3.06	0	186	7058	272458	38.6	0	205	3.304137335
234266	5340	6520	1.22	0	21	5340	169888	31.81	0	72	4.351667365
234275	5579	39767	7.13	0	129	5579	217062	38.91	0	182	2.095307044
234328	7456	73416	9.85	0	83	7456	279178	37.44	0	182	1.573524851
234339	5402	53541	9.91	0	144	5402	261023	48.32	0	350	1.932803538
234348	12691	72067	5.68	0	102	12691	450039	35.46	0	161	2.289369747
234376	9731	72969	7.5	0	92	9731	359813	36.98	0	133	1.94892277
234379	8403	19976	2.38	0	28	8403	290192	34.53	0	83	3.505956901
234388	19423	63507	3.27	0	74	19423	746404	38.43	0	249	3.202010481
234424	8862	92780	10.47	0	195	8862	407936	46.03	0	241	1.783453046
234454	11265	105726	9.39	0	1392	11265	503028	44.65	0	1882	1.896603158
234467	7129	16223	2.28	0	55	7129	222304	31.18	0	77	3.420655244
234488	5052	25615	5.07	0	90	5052	177371	35.11	0	123	2.438964389
234495	5902	9983	1.69	0	27	5902	185078	31.36	0	71	3.860970453
234569	9047	31942	3.53	0	39	9047	406376	44.92	0	128	3.316757885
234578	17406	45141	2.59	0	80	17406	684559	39.33	0	165	3.571746229
234583	7377	104972	14.23	0	162	7377	365673	49.57	0	270	1.447671643
234602	8611	21795	2.53	0	56	8611	285269	33.13	0	74	3.358068959
234610	5481	44890	8.19	0	58	5481	183765	33.53	0	124	1.680657172
234611	7357	22446	3.05	0	40	7357	279915	38.05	0	134	3.288155352
234617	9641	144279	14.97	0	269	9641	456961	47.4	0	312	1.309952883
234628	7458	17855	2.39	0	37	7458	261381	35.05	0	66	3.521471966
234633	11005	41531	3.77	0	56	11005	417620	37.95	0	130	2.978603503
234641	5761	20186	3.5	0	48	5761	191649	33.27	0	113	2.895935085
234702	9048	18853	2.08	0	57	9048	360208	39.81	0	102	3.905615484
234723	5897	8851	1.5	0	22	5897	197865	33.55	0	74	4.130418406
234724	6164	29589	4.8	0	49	6164	238357	38.67	0	93	2.657248499
234727	13200	46039	3.49	0	55	13200	520695	39.45	0	129	3.145866404
234738	6514	97714	15	0	172	6514	351157	53.91	0	262	1.492730454
234751	9192	31135	3.39	0	165	9192	329509	35.85	0	223	3.049755986
234752	9134	28774	3.15	0	68	9134	332835	36.44	0	142	3.179239271
234755	5450	37789	6.93	0	88	5450	220913	40.53	0	119	2.195202963
234769	7465	25943	3.48	0	51	7465	276125	36.99	0	93	3.057116135
234846	6425	48055	7.48	0	78	6425	235010	36.58	0	152	1.937084945
234850	7606	5332	0.7	0	15	7606	248873	32.72	0	80	5.193814062
234857	5141	25554	4.97	0	56	5141	180835	35.18	0	88	2.470577771
234862	15874	122321	7.71	0	174	15874	655331	41.28	0	278	2.067780251
234881	5944	20395	3.43	0	57	5944	203190	34.18	0	140	2.964011961
234883	6728	6860	1.02	0	51	6728	206780	30.73	0	92	4.560146755
234930	7687	59165	7.7	0	77	7687	316152	41.13	0	130	2.064400766
234938	7406	14820	2	0	35	7406	242923	32.8	0	66	3.682763955
234939	5024	49127	9.78	0	88	5024	197784	39.37	0	192	1.656330388
234943	7673	23996	3.13	0	78	7673	248351	32.37	0	115	3.017562849
234969	7577	44507	5.87	0	80	7577	289783	38.25	0	129	2.351167385
235005	5276	10400	1.97	0	23	5276	162911	30.88	0	107	3.617545263
235010	18183	54224	2.98	0	157	18183	743048	40.86	0	215	3.424445014
235024	5722	30188	5.28	0	177	5722	202384	35.37	0	105	2.39105643
235034	7370	58417	7.93	0	118	7370	292049	39.63	0	175	1.968340242
235041	9305	76304	8.2	0	96	9305	417767	44.9	0	191	2.100159676
235050	6153	28137	4.57	0	44	6153	225461	36.64	0	155	2.650293479
235060	5171	22767	4.4	0	51	5171	182312	35.26	0	132	2.649597091
235098	13204	18414	1.39	0	27	13204	438723	33.23	0	90	4.226469551
235106	7236	5472	0.76	0	19	7236	220875	30.52	0	75	4.974751779
235116	14268	34161	2.39	0	57	14268	532458	37.32	0	83	3.612006508
235132	5867	99259	16.92	0	171	5867	269857	46	0	174	1.090044338
235893	11201	77829	6.95	0	67	11201	476297	42.52	0	138	2.260196759
235906	8379	101398	12.1	0	81	8379	454007	54.18	0	233	1.809893392
235921	14185	39534	2.79	0	56	14185	485723	34.24	0	109	3.26448572
235982	14837	111015	7.48	0	203	14837	576293	38.84	0	271	2.023573071
236101	10461	69385	6.63	0	151	10461	645869	61.74	0	249	2.866264753
236165	13168	24413	1.85	0	41	13168	453328	34.43	0	99	3.865209051
236194	8534	36339	4.26	0	81	8534	313741	36.76	0	92	2.756351477
236334	7673	30762	4.01	0	69	7673	302256	39.39	0	112	2.943295321
236394	7090	18240	2.57	0	45	7090	231153	32.6	0	68	3.312171745
236610	12259	35655	2.91	0	54	12259	438840	35.8	0	105	3.268008575
236876	9764	329643	33.76	0	349	9764	923321	94.56	0	606	1.133055177
236877	11882	21751	1.83	0	42	11882	483377	40.68	0	116	4.121544171
237274	8012	10456	1.31	0	25	8012	290123	36.21	0	82	4.435889505
237298	5354	24168	4.51	0	53	5354	174697	32.63	0	103	2.502139694
237323	5713	127072	22.24	0	151	5713	366865	64.22	0	323	1.177005923
237351	18484	38368	2.08	0	51	18484	619135	33.5	0	80	3.656645708
237352	27359	120627	4.41	0	99	27359	979207	35.79	0	116	2.667846028
237373	7343	6409	0.87	0	32	7343	304870	41.52	0	78	5.223787278
237374	5344	25663	4.8	0	54	5344	177739	33.26	0	70	2.439821903
237379	9124	93161	10.21	0	103	9124	397035	43.52	0	166	1.738835736
237386	10400	9059	0.87	0	22	10400	355111	34.15	0	83	4.941866413
237400	9045	9549	1.06	0	42	9045	289414	32	0	74	4.563075781
237538	17907	234018	13.07	0	275	17907	905833	50.59	0	342	1.599733144
237606	5692	29750	5.23	0	60	5692	321964	56.56	0	134	3.082039314
237631	5791	3101	0.54	0	25	5791	170186	29.39	0	61	5.413362187
237672	9286	125123	13.47	0	137	9286	433775	46.71	0	165	1.44112164
237680	6173	55129	8.93	0	68	6173	243974	39.52	0	139	1.792990912
237703	7046	15911	2.26	0	40	7046	219224	31.11	0	100	3.430123763
237782	12371	288610	23.33	0	390	12371	820783	66.35	0	512	1.155050204
237800	6449	45811	7.1	0	66	6449	231094	35.83	0	111	1.982417159
237807	8004	16611	2.08	0	31	8004	302327	37.77	0	95	3.829725396
237877	5255	59950	11.41	0	133	5255	228148	43.42	0	199	1.57520098
237883	6004	82036	13.66	0	102	6004	253460	42.22	0	205	1.275109141
237905	9865	177209	17.96	0	199	9865	528571	53.58	0	292	1.224047277
237920	5579	7330	1.31	0	22	5579	168225	30.15	0	60	4.171659331
237931	8523	100849	11.83	0	125	8523	379719	44.55	0	158	1.560115404
238102	5014	21837	4.36	0	46	5014	151393	30.19	0	74	2.438810762
238241	10083	173521	17.21	0	317	10083	505948	50.18	0	378	1.191005419
238305	5855	45268	7.73	0	66	5855	204402	34.91	0	97	1.822240083
238311	7240	16067	2.22	0	64	7240	223615	30.89	0	117	3.445648335
238371	6280	12856	2.05	0	58	6280	183082	29.15	0	97	3.476940114
238421	5123	31259	6.1	0	56	5123	219481	42.84	0	109	2.459217378
238439	13196	83308	6.31	0	132	13196	485266	36.77	0	181	2.189957312
238448	5973	15906	2.66	0	27	5973	179342	30.03	0	75	3.14404637
238649	8845	37522	4.24	0	81	8845	299042	33.81	0	130	2.642453892
238660	12645	120811	9.55	0	148	12645	481470	38.08	0	293	1.642600886
238703	7788	159609	20.49	0	219	7788	1728382	221.93	0	12279	3.084252857
238718	15640	151968	9.72	0	185	15640	650497	41.59	0	217	1.744348512
238749	9684	28861	2.98	0	60	9684	467651	48.29	0	407	3.665480273
238787	9232	69497	7.53	0	78	9232	324132	35.11	0	154	1.868300272
238873	7891	128491	16.28	0	197	7891	414991	52.59	0	301	1.338827843
238890	9928	107885	10.87	0	102	9928	436908	44.01	0	185	1.664619477
238923	8268	36441	4.41	0	61	8268	324165	39.21	0	128	2.799511127
238958	5048	86058	17.05	0	107	5048	233875	46.33	0	185	1.089314989
239000	16186	111242	6.87	0	115	16186	640440	39.57	0	155	2.173165107
239075	6435	37498	5.83	0	93	6435	241145	37.47	0	151	2.331308235
239097	7067	22666	3.21	0	46	7067	228826	32.38	0	95	2.981597829
239122	9841	97855	9.94	0	180	9841	418155	42.49	0	259	1.742945632
239156	12242	36088	2.95	0	57	12242	402188	32.85	0	107	3.124246557
239164	6080	28786	4.73	0	75	6080	239257	39.35	0	355	2.703591593
239277	5447	22749	4.18	0	100	5447	188818	34.66	0	123	2.698836853
239300	5218	17860	3.42	0	51	5218	217091	41.6	0	203	3.251655344
239413	5802	34441	5.94	0	98	5802	209663	36.14	0	136	2.252201716
239429	7387	359367	48.65	0	168	7387	7722223	1045.38	0	70211	4.072583894
239469	5323	68799	12.92	0	126	5323	234193	44	0	217	1.415037499
239493	7947	24652	3.1	0	44	7947	245726	30.92	0	88	2.965340244
239528	9101	47384	5.21	0	76	9101	317676	34.91	0	155	2.391425125
239607	7096	77896	10.98	0	85	7096	317143	44.69	0	150	1.672214036
239663	8026	27448	3.42	0	128	8026	316674	39.46	0	192	3.175462771
239687	8700	13850	1.59	0	60	8700	341577	39.26	0	113	4.273101548
239711	5401	2301	0.43	0	5	5401	141328	26.17	0	55	5.5745735
239731	7933	8684	1.09	0	27	7933	240936	30.37	0	71	4.447386914
239777	6232	69556	11.16	0	122	6232	270615	43.42	0	144	1.607162744
240701	9756	11454	1.17	0	25	9756	305910	31.36	0	95	4.39148517
240871	6369	5414	0.85	0	19	6369	219071	34.4	0	88	4.985941959
241020	7293	25217	3.46	0	95	7293	261980	35.92	0	137	3.023083453
241132	5461	53165	9.74	0	82	5461	224593	41.13	0	186	1.72533744
241262	6040	91959	15.22	0	153	6040	280846	46.5	0	193	1.258402403
241428	5705	16523	2.9	0	46	5705	205164	35.96	0	134	3.279408261
241508	8755	40896	4.67	0	47	8755	310480	35.46	0	127	2.571838127
241526	11219	38757	3.45	0	66	11219	355148	31.66	0	119	2.845133034
241530	5820	26929	4.63	0	371	5820	260654	44.79	0	1062	2.921232613
242383	6352	13671	2.15	0	22	6352	186556	29.37	0	64	3.419074746
242748	8144	84737	10.4	0	194	8144	345361	42.41	0	234	1.674961
242772	5940	22496	3.79	0	56	5940	225785	38.01	0	119	2.973249317
242773	8745	21966	2.51	0	40	8745	308277	35.25	0	115	3.459004034
242807	5148	18649	3.62	0	60	5148	163012	31.67	0	92	2.776195311
242854	6081	91653	15.07	0	154	6081	280583	46.14	0	221	1.261478633
242865	5854	38143	6.52	0	73	5854	207570	35.46	0	85	2.090388712
242876	11230	30820	2.74	0	85	11230	402384	35.83	0	133	3.356060291
242908	5572	16420	2.95	0	50	5572	177638	31.88	0	76	3.081004815
242927	6289	134219	21.34	0	311	6289	353123	56.15	0	429	1.042865892
242969	6576	131742	20.03	0	207	6576	336752	51.21	0	313	1.001403183
242970	6628	21651	3.27	0	44	6628	186815	28.19	0	67	2.754960983
242978	5765	106706	18.51	0	198	5765	312554	54.22	0	363	1.197660264
242997	14371	26183	1.82	0	77	14371	480477	33.43	0	97	3.846273045
243107	5539	17442	3.15	0	29	5539	150573	27.18	0	79	2.756261768
243119	8892	12472	1.4	0	67	8892	292446	32.89	0	144	4.201290321
243120	5464	16064	2.94	0	35	5464	182723	33.44	0	75	3.154826833
243162	17703	104225	5.89	0	82	17703	746132	42.15	0	151	2.486333138
243164	9371	309859	33.07	0	262	9371	794603	84.79	0	562	1.005511126
243181	6584	17297	2.63	0	32	6584	329312	50.02	0	447	3.896510398
243194	7867	28413	3.61	0	49	7867	343348	43.64	0	229	3.242720405
243205	12314	47898	3.89	0	145	12314	447915	36.37	0	212	2.872046911
243235	8890	117867	13.26	0	160	8890	428451	48.19	0	254	1.508793071
243261	10521	47304	4.5	0	52	10521	386514	36.74	0	133	2.676494765
243291	7635	44500	5.83	0	136	7635	280955	36.8	0	197	2.305278023
243317	10164	58531	5.76	0	97	10164	396495	39.01	0	152	2.406843327
243326	17577	51865	2.95	0	55	17577	614467	34.96	0	114	3.214058371
243365	6420	14821	2.31	0	34	6420	224422	34.96	0	98	3.566880474
243442	5188	29950	5.77	0	97	5188	173654	33.47	0	121	2.183365373
243545	7114	32482	4.57	0	110	7114	246497	34.65	0	93	2.569729328
243561	7306	22868	3.13	0	42	7306	266335	36.45	0	139	3.188824298
243573	6533	13672	2.09	0	24	6533	201782	30.89	0	80	3.532705069
243584	8457	43214	5.11	0	60	8457	316026	37.37	0	143	2.517625413
243586	5190	20969	4.04	0	39	5190	161017	31.02	0	58	2.587911534
243608	9185	31834	3.47	0	60	9185	317603	34.58	0	135	2.964070347
243625	5530	27232	4.92	0	86	5530	185731	33.59	0	119	2.41844162
243634	8615	20810	2.42	0	51	8615	269954	31.34	0	106	3.342066273
243636	7406	59997	8.1	0	92	7406	353371	47.71	0	385	2.205437919
243666	14632	11459	0.78	0	23	14632	534379	36.52	0	104	5.196208877
243699	10091	30489	3.02	0	46	10091	329563	32.66	0	88	3.082044382
243719	6522	17579	2.7	0	42	6522	209574	32.13	0	115	3.220029714
243720	11605	114577	9.87	0	69	11605	521297	44.92	0	113	1.833375984
243724	11139	32435	2.91	0	60	11139	375822	33.74	0	88	3.182508961
243734	11100	39790	3.58	0	55	11100	401111	36.14	0	107	2.982705059
243739	6575	32916	5.01	0	58	6575	206500	31.41	0	102	2.29548148
243744	7419	96524	13.01	0	162	7419	318657	42.95	0	206	1.370177215
243747	8012	44581	5.56	0	50	8012	310976	38.81	0	105	2.450411691
243753	7566	51668	6.83	0	94	7566	272013	35.95	0	133	2.043174333
243763	5573	41948	7.53	0	54	5573	208042	37.33	0	127	1.956753784
243768	13264	94380	7.12	0	142	13264	499200	37.64	0	356	2.049457527
243776	7346	45634	6.21	0	65	7346	330144	44.94	0	198	2.502474997
243779	5012	6088	1.21	0	14	5012	133096	26.56	0	55	4.10331624
243782	10301	21377	2.08	0	31	10301	366338	35.56	0	112	3.742739936
243786	14265	29072	2.04	0	30	14265	503758	35.31	0	78	3.760575809
243799	10073	14943	1.48	0	72	10073	349129	34.66	0	191	4.196742619
243804	5580	301165	53.97	0	249	5580	2317584	415.34	0	22657	2.591203273
243805	10733	87261	8.13	0	141	10733	426620	39.75	0	190	1.936767649
243811	13023	154320	11.85	0	200	13023	586652	45.05	0	233	1.573780092
243854	8515	43940	5.16	0	82	8515	278041	32.65	0	120	2.308780067
243859	6867	28505	4.15	0	66	6867	235028	34.23	0	110	2.691218096
243873	6364	50319	7.91	0	151	6364	255410	40.13	0	189	1.990071602
243874	5926	27868	4.7	0	52	5926	208122	35.12	0	93	2.548700229
243892	5347	100860	18.86	0	235	5347	270878	50.66	0	342	1.072657447
243918	11800	188719	15.99	0	109	11800	779805	66.09	0	216	1.694402103
243933	6803	34842	5.12	0	47	6803	266844	39.22	0	95	2.584513866
243975	7137	93707	13.13	0	108	7137	298148	41.77	0	135	1.316740273
244003	8675	59610	6.87	0	67	8675	342254	39.45	0	132	2.168783342
244004	8090	10354	1.28	0	52	8090	309497	38.26	0	71	4.548761204
244009	11228	56814	5.06	0	64	11228	369032	32.87	0	108	2.346702212
244013	15420	73283	4.75	0	90	15420	558556	36.22	0	144	2.577927173
244014	9452	172408	18.24	0	107	9452	519938	55.01	0	188	1.239728219
244015	7689	7520	0.98	0	32	7689	277930	36.15	0	103	4.852210133
244019	5006	11611	2.32	0	23	5006	158380	31.64	0	77	3.416692935
244068	8314	24519	2.95	0	58	8314	293718	35.33	0	105	3.229246935
244102	11345	24754	2.18	0	63	11345	378840	33.39	0	99	3.584156099
244119	9905	103095	10.41	0	196	9905	408733	41.27	0	285	1.634263415
244120	5170	14698	2.84	0	53	5170	191708	37.08	0	101	3.353818455
244129	19258	201007	10.44	0	156	19258	780792	40.54	0	248	1.604364422
244141	9065	48555	5.36	0	139	9065	361411	39.87	0	211	2.542138745
244144	8139	162668	19.99	0	238	8139	462473	56.82	0	270	1.154260405
244148	10168	44770	4.4	0	56	10168	446801	43.94	0	124	2.967099486
244149	5070	65345	12.89	0	76	5070	239345	47.21	0	173	1.519980265
244160	6722	73768	10.97	0	78	6722	273201	40.64	0	117	1.536476922
244161	10843	6653	0.61	0	30	10843	373919	34.48	0	96	5.467946767
244207	8470	32060	3.79	0	52	8470	309635	36.56	0	91	2.917136362
244219	9579	25521	2.66	0	64	9579	358065	37.38	0	93	3.459908464
244221	7534	26565	3.53	0	50	7534	248504	32.98	0	130	2.870991356
244231	7439	150012	20.17	0	117	7439	429307	57.71	0	204	1.163750293
244233	17040	86069	5.05	0	79	17040	617521	36.24	0	124	2.490367708
244238	16168	92975	5.75	0	117	16168	643675	39.81	0	195	2.438637056
244252	6344	137169	21.62	0	229	6344	387375	61.06	0	459	1.145001112
244260	14999	30718	2.05	0	65	14999	477679	31.85	0	76	3.604737603
244275	6596	7829	1.19	0	21	6596	213916	32.43	0	58	4.415435591
244348	13601	17194	1.26	0	36	13601	477558	35.11	0	84	4.447526403
244366	6930	33204	4.79	0	76	6930	262471	37.87	0	157	2.630097906
244415	6350	4335	0.68	0	26	6350	198293	31.23	0	77	5.168394058
244418	12083	35090	2.9	0	47	12083	453453	37.53	0	110	3.34105953
244493	7796	76353	9.79	0	130	7796	304797	39.1	0	220	1.644927888
244497	5775	17328	3	0	61	5775	252432	43.71	0	116	3.512069018
244506	5433	100483	18.49	0	244	5433	293105	53.95	0	276	1.192017781
244531	19044	134215	7.05	0	87	19044	784363	41.19	0	132	2.193739009
244554	19183	88628	4.62	0	94	19183	733871	38.26	0	146	2.697012162
244580	25702	38771	1.51	0	45	25702	835316	32.5	0	134	4.074959309
244588	9427	12967	1.38	0	21	9427	307813	32.65	0	58	4.211482865
244590	11645	32692	2.81	0	71	11645	435350	37.39	0	105	3.381150481
244596	12958	74753	5.77	0	82	12958	482940	37.27	0	140	2.338511641
244598	10928	37435	3.43	0	35	10928	427077	39.08	0	110	3.157290031
244613	5819	50968	8.76	0	93	5819	226705	38.96	0	141	1.800130948
244624	12547	53182	4.24	0	44	12547	444369	35.42	0	92	2.709568088
244640	7885	9589	1.22	0	37	7885	233828	29.65	0	65	4.250219097
244644	10013	111516	11.14	0	188	10013	450647	45.01	0	334	1.661636378
244645	11480	97817	8.52	0	91	11480	481506	41.94	0	134	1.946541571
244653	7429	71505	9.63	0	131	7429	378643	50.97	0	259	2.051180696
244674	8244	102977	12.49	0	165	8244	371711	45.09	0	222	1.499174079
244677	7635	66906	8.76	0	97	7635	294153	38.53	0	148	1.784119457
244678	5888	14078	2.39	0	42	5888	203239	34.52	0	168	3.499489987
244682	16344	69218	4.24	0	105	16344	596828	36.52	0	165	2.753690641
244692	15609	54833	3.51	0	63	15609	520708	33.36	0	141	2.895716399
244698	11463	23590	2.06	0	64	11463	362173	31.59	0	98	3.58589174
244707	12659	136789	10.81	0	288	12659	937750	74.08	0	618	2.423857621
244711	14972	73257	4.89	0	121	14972	543562	36.31	0	195	2.539600605
244720	17624	146504	8.31	0	121	17624	824312	46.77	0	208	2.139803092
244727	6455	48548	7.52	0	61	6455	239629	37.12	0	133	1.950532189
244733	15190	61029	4.02	0	187	15190	564796	37.18	0	241	2.856399409
244742	5016	61062	12.17	0	160	5016	238453	47.54	0	244	1.612952781
244747	7090	6633	0.94	0	66	7090	226045	31.88	0	101	4.730987108
244755	11095	57079	5.14	0	68	11095	403232	36.34	0	79	2.468858201
244756	5339	6332	1.19	0	16	5339	189205	35.44	0	86	4.543485171
244763	10067	46031	4.57	0	58	10067	403794	40.11	0	125	2.780835941
244764	15678	202513	12.92	0	229	15678	766905	48.92	0	341	1.567958379
244767	8296	257568	31.05	0	348	8296	663179	79.94	0	595	1.01146435
244773	10597	23023	2.17	0	59	10597	367695	34.7	0	151	3.646308761
244780	13142	81974	6.24	0	92	13142	533468	40.59	0	190	2.348646451
244783	11892	165637	13.93	0	173	11892	616750	51.86	0	275	1.543566994
244945	17807	259669	14.58	0	149	17807	894785	50.25	0	225	1.432272922
244951	6700	50405	7.52	0	208	6700	269841	40.27	0	310	2.068040951
244979	10401	242169	23.28	0	163	10401	679447	65.33	0	285	1.135794627
245055	14706	220113	14.97	0	54	14706	697358	47.42	0	159	1.310561487
245058	13500	29867	2.21	0	57	13500	428255	31.72	0	113	3.490414542
245241	15316	72357	4.72	0	254	15316	616182	40.23	0	287	2.738553019
245263	42924	136987	3.19	0	122	42924	1566235	36.49	0	197	3.163012867
245319	5612	37623	6.7	0	51	5612	215733	38.44	0	86	2.167515381
245322	11218	68999	6.15	0	38	11218	209979	18.72	0	86	1.253062165
245324	18164	104158	5.73	0	117	18164	702565	38.68	0	217	2.402120796
245449	8904	14988	1.68	0	60	8904	285759	32.09	0	94	3.902730697
245454	7390	131012	17.73	0	362	7390	369071	49.94	0	490	1.141143331
245461	5773	97625	16.91	0	268	5773	268227	46.46	0	362	1.10525254
245464	5278	19878	3.77	0	37	5278	202986	38.46	0	203	2.99786238
245465	9643	55939	5.8	0	101	9643	372989	38.68	0	150	2.384603035
245491	8307	46370	5.58	0	59	8307	279035	33.59	0	163	2.236834814
245495	12522	62235	4.97	0	195	12522	503791	40.23	0	416	2.664094027
245501	9326	104109	11.16	0	209	9326	389974	41.82	0	326	1.55299608
245515	14373	197220	13.72	0	220	14373	628037	43.7	0	449	1.318492844
245525	11476	75100	6.54	0	137	11476	405350	35.32	0	152	2.080262848
245551	12107	114485	9.46	0	136	12107	515812	42.6	0	205	1.818081387
245556	8938	146997	16.45	0	247	8938	465899	52.13	0	336	1.311166322
245563	8203	15432	1.88	0	48	8203	268823	32.77	0	112	3.770711151
245567	8416	4614	0.55	0	12	8416	271999	32.32	0	108	5.523991815
245576	12615	259339	20.56	0	358	12615	673522	53.39	0	537	1.02386933
245583	9118	86972	9.54	0	96	9118	357434	39.2	0	158	1.685932529
245601	8715	66999	7.69	0	258	8715	339380	38.94	0	533	1.987337426
245634	7284	65824	9.04	0	95	7284	270435	37.13	0	135	1.685330683
245635	5669	61302	10.81	0	76	5669	246805	43.54	0	135	1.65711493
245640	5787	49234	8.51	0	128	5787	229190	39.6	0	177	1.865409439
245642	5917	10566	1.79	0	35	5917	209600	35.42	0	93	3.953672765
245646	6314	61609	9.76	0	63	6314	220611	34.94	0	107	1.487066601
245649	17778	43915	2.47	0	55	17778	655370	36.86	0	119	3.54661317
245661	9024	36352	4.03	0	88	9024	306462	33.96	0	163	2.722124761
245663	6427	2655	0.41	0	26	6427	312669	48.65	0	337	6.537812131
245670	5603	5331	0.95	0	14	5603	180598	32.23	0	76	4.73147291
245680	7376	15439	2.09	0	31	7376	234801	31.83	0	81	3.575952355
245689	7745	8023	1.04	0	42	7745	248113	32.04	0	74	4.59235876
245869	7485	25859	3.45	0	38	7485	260478	34.8	0	88	2.981559085
245932	16149	886718	54.91	0	341	16149	2386553	147.78	0	892	1.075450263
245943	8302	69743	8.4	0	79	8302	318744	38.39	0	127	1.839409373
245952	15209	67075	4.41	0	102	15209	592195	38.94	0	179	2.789542369
245953	6077	21254	3.5	0	41	6077	210007	34.56	0	90	2.950816436
245967	7371	164694	22.34	0	264	7371	443830	60.21	0	438	1.077513977
245974	12734	147476	11.58	0	137	12734	589475	46.29	0	227	1.646205355
245978	5647	12423	2.2	0	33	5647	157363	27.87	0	86	3.310277619
245979	5089	99550	19.56	0	87	5089	261773	51.44	0	175	1.042124318
245982	13847	20369	1.47	0	82	13847	486828	35.16	0	126	4.227187056
245984	8009	39323	4.91	0	132	8009	313474	39.14	0	233	2.641988872
245990	5691	104466	18.36	0	166	5691	288479	50.69	0	235	1.112275151
246003	6417	5959	0.93	0	14	6417	683645	106.54	0	423	6.4870888
246014	12324	30523	2.48	0	65	12324	448361	36.38	0	133	3.521873563
246030	15290	44908	2.94	0	100	15290	542790	35.5	0	144	3.24107101
