scaffold	length	repeat_length	prop_repeat	mdg4_length	prop_mdg4
scaffold-W231465	6237	6149	0.985890652557	0	0.0
scaffold-W231469	8406	7326	0.871520342612	703	0.0836307399477
scaffold-W231603	5747	5979	1.0	0	0.0
scaffold-W231663	7651	7250	0.947588550516	0	0.0
scaffold-W233180	6686	5889	0.880795692492	0	0.0
scaffold-W233195	6199	7498	1.0	1602	0.258428778835
scaffold-W233558	11182	10637	0.951260955106	822	0.0735109998211
scaffold-W233743	20288	19381	0.955293769716	2353	0.11597988959
scaffold-W233749	12245	11422	0.932788893426	1853	0.151327072274
scaffold-W233764	7123	6179	0.867471570967	0	0.0
scaffold-W233783	5609	5442	0.970226421822	0	0.0
scaffold-W233813	6325	287	0.0453754940711	0	0.0
scaffold-W233840	8258	8740	1.0	0	0.0
scaffold-W233848	7885	7439	0.943436905517	3075	0.389980976538
scaffold-W233879	15907	8068	0.507198088892	0	0.0
scaffold-W233887	6357	6462	1.0	658	0.103507943999
scaffold-W233924	22588	23014	1.0	4243	0.187843102532
scaffold-W233943	11002	10548	0.958734775495	0	0.0
scaffold-W233994	5836	3799	0.650959561343	0	0.0
scaffold-W234048	5537	3410	0.615856962254	67	0.0121004153874
scaffold-W234066	8281	6167	0.74471682164	0	0.0
scaffold-W234100	8817	9996	1.0	3041	0.344901894068
scaffold-W234136	5854	5958	1.0	2903	0.495900239153
scaffold-W234162	14813	12635	0.852966988456	2241	0.151286032539
scaffold-W234168	7186	5662	0.787920957417	0	0.0
scaffold-W234172	5614	4062	0.723548272177	0	0.0
scaffold-W234218	8125	4624	0.569107692308	0	0.0
scaffold-W234254	8332	6521	0.782645223236	0	0.0
scaffold-W234262	7058	5567	0.788750354208	77	0.0109096061207
scaffold-W234266	5340	4718	0.883520599251	0	0.0
scaffold-W234275	5579	4492	0.805162215451	1549	0.277648324072
scaffold-W234328	7456	6524	0.875	0	0.0
scaffold-W234339	5402	1485	0.274898185857	433	0.0801554979637
scaffold-W234348	12691	11457	0.9027657395	0	0.0
scaffold-W234376	9731	8636	0.887473024355	0	0.0
scaffold-W234379	8403	8071	0.960490301083	1331	0.15839581102
scaffold-W234388	19423	17807	0.916799670494	2890	0.148792668486
scaffold-W234424	8862	7952	0.897314375987	2401	0.27093206951
scaffold-W234454	11265	9865	0.875721260542	3176	0.281935197514
scaffold-W234467	7129	2400	0.336653107028	0	0.0
scaffold-W234488	5052	4485	0.887767220903	0	0.0
scaffold-W234569	9047	9114	1.0	4884	0.539847463247
scaffold-W234578	17406	15682	0.900953694128	1968	0.113064460531
scaffold-W234583	7377	7265	0.984817676562	2009	0.272332926664
scaffold-W234602	8611	6805	0.790268261526	29	0.00336778539078
scaffold-W234610	5481	2827	0.515781791644	0	0.0
scaffold-W234611	7357	2529	0.343754247655	0	0.0
scaffold-W234617	9641	6113	0.63406285655	115	0.0119282232134
scaffold-W234628	7458	9150	1.0	2241	0.300482703138
scaffold-W234633	11005	11609	1.0	0	0.0
scaffold-W234641	5761	3692	0.640860961639	0	0.0
scaffold-W234702	9048	7739	0.85532714412	2651	0.292992926614
scaffold-W234723	5897	5954	1.0	728	0.123452603018
scaffold-W234724	6164	4482	0.727125243348	0	0.0
scaffold-W234727	13200	11330	0.858333333333	338	0.0256060606061
scaffold-W234738	6514	6318	0.969910961007	0	0.0
scaffold-W234751	9192	4541	0.494016536118	226	0.0245865970409
scaffold-W234752	9134	6207	0.679548938034	0	0.0
scaffold-W234755	5450	3297	0.60495412844	0	0.0
scaffold-W234769	7465	7714	1.0	866	0.116008037508
scaffold-W234846	6425	7203	1.0	228	0.035486381323
scaffold-W234850	7606	5533	0.72745201157	240	0.0315540362871
scaffold-W234857	5141	1485	0.2888543085	0	0.0
scaffold-W234862	15874	13082	0.824114904876	4841	0.304964092226
scaffold-W234881	5944	3417	0.574865410498	0	0.0
scaffold-W234883	6728	6598	0.980677764566	1167	0.173454221165
scaffold-W234930	7687	8196	1.0	0	0.0
scaffold-W234938	7406	2980	0.402376451526	0	0.0
scaffold-W234939	5024	5050	1.0	0	0.0
scaffold-W234943	7673	5788	0.754333376776	1786	0.232764238238
scaffold-W234969	7577	5261	0.694338128547	0	0.0
scaffold-W235005	5276	2911	0.551743745262	0	0.0
scaffold-W235010	18183	15586	0.857174283672	5424	0.29830061046
scaffold-W235024	5722	5452	0.952813701503	671	0.117266689969
scaffold-W235034	7370	5123	0.695115332429	881	0.119538670285
scaffold-W235050	6153	2835	0.460750853242	0	0.0
scaffold-W235060	5171	5215	1.0	0	0.0
scaffold-W235098	13204	11930	0.90351408664	2619	0.198348985156
scaffold-W235106	7236	3665	0.506495301271	0	0.0
scaffold-W235116	14268	13276	0.930473787496	3010	0.210961592375
scaffold-W235132	5867	6601	1.0	285	0.0485767854099
scaffold-W235893	11201	12842	1.0	4303	0.384162128381
scaffold-W235906	8379	9047	1.0	0	0.0
scaffold-W235921	14185	13990	0.986253084244	1754	0.123651744801
scaffold-W235982	14837	13332	0.898564399811	3381	0.227876255308
scaffold-W236101	10461	9752	0.932224452729	3882	0.371092629768
scaffold-W236165	13168	12643	0.960130619684	2998	0.227673147023
scaffold-W236194	8534	7164	0.839465666745	1238	0.145066791657
scaffold-W236334	7673	7063	0.920500456145	0	0.0
scaffold-W236394	7090	7069	0.997038081805	3221	0.454301833568
scaffold-W236610	12259	7572	0.617668651603	2387	0.194714087609
scaffold-W236876	9764	4122	0.422163047931	672	0.0688242523556
scaffold-W236877	11882	11833	0.995876115132	3795	0.319390674971
scaffold-W237298	5354	5110	0.954426596937	1092	0.203959656332
scaffold-W237323	5713	5811	1.0	393	0.0687904778575
scaffold-W237351	18484	14759	0.7984743562	0	0.0
scaffold-W237373	7343	7544	1.0	0	0.0
scaffold-W237374	5344	5213	0.975486526946	0	0.0
scaffold-W237379	9124	6836	0.749232792635	1604	0.175800087681
scaffold-W237386	10400	9861	0.948173076923	1664	0.16
scaffold-W237400	9045	7769	0.858927584301	190	0.0210060807076
scaffold-W237606	5692	4546	0.798664792691	2357	0.414089950808
scaffold-W237631	5791	2309	0.398722155068	0	0.0
scaffold-W237672	9286	7119	0.766637949602	0	0.0
scaffold-W237680	6173	4244	0.687510124737	0	0.0
scaffold-W237703	7046	7356	1.0	72	0.0102185637241
scaffold-W237782	12371	10376	0.838735752971	0	0.0
scaffold-W237807	8004	7504	0.937531234383	1437	0.179535232384
scaffold-W237877	5255	5069	0.964605137964	0	0.0
scaffold-W237883	6004	4184	0.696868754164	1479	0.246335776149
scaffold-W237905	9865	8116	0.822706538267	0	0.0
scaffold-W237920	5579	3340	0.598673597419	248	0.0444524108263
scaffold-W237931	8523	8643	1.0	0	0.0
scaffold-W238102	5014	3203	0.638811328281	0	0.0
scaffold-W238241	10083	9825	0.974412377269	588	0.0583159773877
scaffold-W238305	5855	5585	0.953885567891	252	0.0430401366354
scaffold-W238311	7240	6294	0.869337016575	582	0.0803867403315
scaffold-W238371	6280	6075	0.967356687898	0	0.0
scaffold-W238421	5123	4651	0.907866484482	1222	0.238532110092
scaffold-W238448	5973	5586	0.935208437971	0	0.0
scaffold-W238649	8845	5606	0.633804409271	0	0.0
scaffold-W238660	12645	8464	0.669355476473	2413	0.190826413602
scaffold-W238703	7788	8241	1.0	1352	0.173600410889
scaffold-W238718	15640	14695	0.939578005115	1763	0.112723785166
scaffold-W238749	9684	7826	0.808137133416	0	0.0
scaffold-W238787	9232	9315	1.0	0	0.0
scaffold-W238873	7891	8260	1.0	0	0.0
scaffold-W238890	9928	9731	0.980157131346	2556	0.257453666398
scaffold-W238923	8268	6524	0.789066279632	1439	0.17404450895
scaffold-W238958	5048	3994	0.791204437401	0	0.0
scaffold-W239000	16186	13963	0.862659088101	0	0.0
scaffold-W239075	6435	7166	1.0	555	0.0862470862471
scaffold-W239097	7067	5867	0.830196688835	2281	0.322767793972
scaffold-W239122	9841	9905	1.0	0	0.0
scaffold-W239156	12242	9182	0.750040843	1002	0.0818493710178
scaffold-W239164	6080	4566	0.750986842105	0	0.0
scaffold-W239277	5447	5873	1.0	342	0.0627868551496
scaffold-W239300	5218	4821	0.923917209659	1305	0.250095822154
scaffold-W239413	5802	4312	0.743192002758	0	0.0
scaffold-W239469	5323	5217	0.980086417434	0	0.0
scaffold-W239528	9101	8799	0.966816833315	1055	0.115921327327
scaffold-W239607	7096	5354	0.754509582864	0	0.0
scaffold-W239663	8026	7073	0.881260902068	3036	0.378270620483
scaffold-W239687	8700	8157	0.937586206897	3001	0.344942528736
scaffold-W239711	5401	4590	0.849842621737	94	0.0174041844103
scaffold-W239731	7933	4096	0.516324215303	0	0.0
scaffold-W239777	6232	6064	0.973042362003	0	0.0
scaffold-W240701	9756	4757	0.487597375974	0	0.0
scaffold-W240871	6369	5269	0.827288428325	1027	0.161249803737
scaffold-W241020	7293	6680	0.9159467983	0	0.0
scaffold-W241132	5461	5586	1.0	0	0.0
scaffold-W241262	6040	5076	0.840397350993	0	0.0
scaffold-W241428	5705	3656	0.640841367222	0	0.0
scaffold-W241508	8755	8184	0.934780125642	0	0.0
scaffold-W241526	11219	3634	0.323914787414	0	0.0
scaffold-W241530	5820	5508	0.946391752577	1093	0.187800687285
scaffold-W242748	8144	6851	0.84123280943	0	0.0
scaffold-W242772	5940	5981	1.0	2228	0.375084175084
scaffold-W242773	8745	9083	1.0	426	0.0487135506003
scaffold-W242807	5148	4918	0.955322455322	325	0.0631313131313
scaffold-W242854	6081	5988	0.984706462753	248	0.0407827659924
scaffold-W242865	5854	3186	0.544243252477	0	0.0
scaffold-W242876	11230	12344	1.0	2131	0.189759572573
scaffold-W242908	5572	5504	0.987796123475	0	0.0
scaffold-W242927	6289	7196	1.0	536	0.0852281761806
scaffold-W242969	6576	6947	1.0	0	0.0
scaffold-W242978	5765	3685	0.639202081526	0	0.0
scaffold-W242997	14371	12970	0.90251200334	2257	0.157052397189
scaffold-W243107	5539	5280	0.953240657158	0	0.0
scaffold-W243119	8892	9808	1.0	2642	0.297121007647
scaffold-W243120	5464	3482	0.637262079063	0	0.0
scaffold-W243162	17703	16270	0.919053267808	2835	0.160142348754
scaffold-W243181	6584	4254	0.646111786148	111	0.0168590522479
scaffold-W243194	7867	7680	0.97622982077	0	0.0
scaffold-W243205	12314	11645	0.945671593308	1894	0.153808673055
scaffold-W243235	8890	8777	0.987289088864	0	0.0
scaffold-W243261	10521	8858	0.841935177265	0	0.0
scaffold-W243291	7635	6529	0.855140798952	0	0.0
scaffold-W243317	10164	8757	0.861570247934	0	0.0
scaffold-W243326	17577	15562	0.885361552028	1874	0.10661660124
scaffold-W243365	6420	6359	0.990498442368	0	0.0
scaffold-W243442	5188	4022	0.775250578258	0	0.0
scaffold-W243545	7114	6651	0.934917064942	1218	0.171211695249
scaffold-W243561	7306	6115	0.836983301396	0	0.0
scaffold-W243573	6533	6040	0.924536966172	1810	0.277054951783
scaffold-W243584	8457	8194	0.968901501715	1496	0.176894879981
scaffold-W243586	5190	4441	0.855684007707	0	0.0
scaffold-W243608	9185	8974	0.977027762657	0	0.0
scaffold-W243625	5530	3771	0.68191681736	0	0.0
scaffold-W243636	7406	6018	0.812584391034	157	0.0211990278153
scaffold-W243666	14632	11846	0.809595407326	2254	0.154045926736
scaffold-W243719	6522	4858	0.744863538792	0	0.0
scaffold-W243720	11605	11674	1.0	344	0.0296423955192
scaffold-W243724	11139	11049	0.991920280097	0	0.0
scaffold-W243734	11100	10258	0.924144144144	0	0.0
scaffold-W243739	6575	4646	0.706615969582	0	0.0
scaffold-W243744	7419	7705	1.0	220	0.0296535921283
scaffold-W243747	8012	7241	0.903769345981	195	0.0243384922616
scaffold-W243753	7566	8196	1.0	3034	0.401004493788
scaffold-W243763	5573	4411	0.791494706621	0	0.0
scaffold-W243768	13264	10099	0.761384197829	690	0.0520205066345
scaffold-W243776	7346	8903	1.0	1051	0.14307105908
scaffold-W243779	5012	4778	0.953312051077	0	0.0
scaffold-W243782	10301	9772	0.948645762547	2707	0.262790020386
scaffold-W243786	14265	11202	0.785278654048	3085	0.216263582194
scaffold-W243799	10073	7907	0.784969721036	2435	0.241735332076
scaffold-W243804	5580	3905	0.69982078853	0	0.0
scaffold-W243805	10733	10493	0.977639057114	1941	0.180844125594
scaffold-W243811	13023	10357	0.795285264532	1570	0.120555939492
scaffold-W243854	8515	6661	0.782266588373	0	0.0
scaffold-W243859	6867	6691	0.974370176205	457	0.0665501674676
scaffold-W243873	6364	2238	0.351665619107	0	0.0
scaffold-W243874	5926	5651	0.953594330071	0	0.0
scaffold-W243892	5347	3900	0.729380961287	0	0.0
scaffold-W243918	11800	11098	0.940508474576	3509	0.297372881356
scaffold-W243933	6803	6967	1.0	0	0.0
scaffold-W244003	8675	8839	1.0	0	0.0
scaffold-W244004	8090	6947	0.858714462299	0	0.0
scaffold-W244009	11228	10482	0.933558959743	0	0.0
scaffold-W244014	9452	8128	0.859923825645	2075	0.219530258146
scaffold-W244015	7689	8470	1.0	1900	0.24710625569
scaffold-W244019	5006	5085	1.0	0	0.0
scaffold-W244068	8314	9551	1.0	1110	0.133509742603
scaffold-W244102	11345	9975	0.879241956809	1118	0.0985456148083
scaffold-W244119	9905	7851	0.792629984856	0	0.0
scaffold-W244120	5170	5353	1.0	2048	0.396131528046
scaffold-W244129	19258	17066	0.886177173123	3604	0.187143005504
scaffold-W244141	9065	7265	0.801434087148	795	0.0876999448428
scaffold-W244144	8139	7856	0.965229143629	2577	0.316623663841
scaffold-W244148	10168	7776	0.764752163651	2016	0.198269079465
scaffold-W244149	5070	5351	1.0	0	0.0
scaffold-W244160	6722	5105	0.759446593276	61	0.00907468015472
scaffold-W244161	10843	7644	0.704970948999	2379	0.219404223923
scaffold-W244219	9579	8071	0.842572293559	2409	0.251487629189
scaffold-W244221	7534	6290	0.834881868861	0	0.0
scaffold-W244231	7439	7349	0.987901599677	0	0.0
scaffold-W244233	17040	13536	0.794366197183	2484	0.145774647887
scaffold-W244252	6344	5689	0.896752837327	2268	0.357503152585
scaffold-W244260	14999	16112	1.0	2300	0.153343556237
scaffold-W244275	6596	5238	0.794117647059	1902	0.288356579745
scaffold-W244348	13601	12403	0.911918241306	277	0.0203661495478
scaffold-W244366	6930	8407	1.0	2457	0.354545454545
scaffold-W244415	6350	6158	0.969763779528	118	0.0185826771654
scaffold-W244418	12083	10623	0.879169080526	0	0.0
scaffold-W244493	7796	5880	0.754232939969	0	0.0
scaffold-W244497	5775	5054	0.875151515152	0	0.0
scaffold-W244531	19044	18666	0.980151228733	2572	0.135055660576
scaffold-W244554	19183	18475	0.963092321326	3105	0.16186206537
scaffold-W244580	25702	11771	0.457979923741	1016	0.0395299976656
scaffold-W244588	9427	7890	0.836957674764	0	0.0
scaffold-W244590	11645	10945	0.939888364105	2142	0.183941605839
scaffold-W244596	12958	13587	1.0	1378	0.106343571539
scaffold-W244598	10928	11479	1.0	2304	0.210834553441
scaffold-W244613	5819	3798	0.652689465544	0	0.0
scaffold-W244624	12547	11038	0.879732206902	1565	0.124731011397
scaffold-W244640	7885	5407	0.685732403297	0	0.0
scaffold-W244644	10013	10606	1.0	547	0.054628982323
scaffold-W244645	11480	11589	1.0	0	0.0
scaffold-W244653	7429	7180	0.966482702921	1399	0.188316058689
scaffold-W244674	8244	8397	1.0	0	0.0
scaffold-W244678	5888	4919	0.83542798913	0	0.0
scaffold-W244692	15609	11400	0.730347876225	0	0.0
scaffold-W244698	11463	10907	0.951496117945	294	0.0256477361947
scaffold-W244707	12659	12484	0.986175843274	1235	0.097559048898
scaffold-W244711	14972	15613	1.0	1374	0.0917713064387
scaffold-W244720	17624	16249	0.921981389015	3998	0.22684975034
scaffold-W244727	6455	3044	0.471572424477	0	0.0
scaffold-W244733	15190	10715	0.705398288348	0	0.0
scaffold-W244742	5016	3310	0.659888357257	0	0.0
scaffold-W244747	7090	2586	0.364739069111	0	0.0
scaffold-W244755	11095	6749	0.608292023434	0	0.0
scaffold-W244756	5339	5596	1.0	0	0.0
scaffold-W244763	10067	8732	0.86738849707	0	0.0
scaffold-W244764	15678	17414	1.0	1727	0.110154356423
scaffold-W244773	10597	11070	1.0	2635	0.248655279796
scaffold-W244780	13142	12900	0.981585755593	2378	0.180946583473
scaffold-W244783	11892	10374	0.872351160444	0	0.0
scaffold-W244945	17807	16988	0.954006851238	3804	0.213623855787
scaffold-W244951	6700	3754	0.560298507463	0	0.0
scaffold-W244979	10401	7965	0.765791750793	3605	0.346601288338
scaffold-W245055	14706	14968	1.0	548	0.0372637018904
scaffold-W245058	13500	9650	0.714814814815	0	0.0
scaffold-W245241	15316	9654	0.630321232698	1601	0.104531209193
scaffold-W245263	42924	39320	0.916037647936	6961	0.162170347591
scaffold-W245319	5612	1701	0.303100498931	0	0.0
scaffold-W245322	11218	10140	0.903904439294	5044	0.449634515956
scaffold-W245324	18164	17795	0.97968509139	1433	0.0788923144682
scaffold-W245449	8904	6736	0.756513926325	0	0.0
scaffold-W245454	7390	4840	0.654939106901	0	0.0
scaffold-W245461	5773	6486	1.0	0	0.0
scaffold-W245464	5278	5417	1.0	0	0.0
scaffold-W245465	9643	7875	0.81665456808	1474	0.152856994711
scaffold-W245495	12522	10295	0.822153010701	0	0.0
scaffold-W245501	9326	7533	0.807741797126	230	0.0246622346129
scaffold-W245515	14373	9260	0.644263549711	0	0.0
scaffold-W245525	11476	10845	0.945015684908	0	0.0
scaffold-W245551	12107	8331	0.688114314033	1350	0.111505740481
scaffold-W245556	8938	6041	0.675878272544	0	0.0
scaffold-W245567	8416	7617	0.905061787072	2047	0.243227186312
scaffold-W245576	12615	8626	0.683789139913	0	0.0
scaffold-W245583	9118	6995	0.767163851722	511	0.0560429918842
scaffold-W245601	8715	7964	0.913826735513	0	0.0
scaffold-W245634	7284	6515	0.894426139484	914	0.125480505217
scaffold-W245635	5669	4857	0.856764861528	0	0.0
scaffold-W245640	5787	4169	0.72040781061	0	0.0
scaffold-W245642	5917	5269	0.890485043096	1445	0.244211593713
scaffold-W245646	6314	6367	1.0	0	0.0
scaffold-W245649	17778	13995	0.787208909889	1808	0.101698728766
scaffold-W245661	9024	8321	0.922096631206	2078	0.230274822695
scaffold-W245663	6427	5547	0.863077641201	1898	0.295316632955
scaffold-W245670	5603	5419	0.967160449759	0	0.0
scaffold-W245869	7485	6841	0.913961255845	0	0.0
scaffold-W245932	16149	14034	0.869032138213	2152	0.133259025327
scaffold-W245943	8302	8854	1.0	938	0.112984822934
scaffold-W245952	15209	15182	0.998224735354	4257	0.279900059175
scaffold-W245953	6077	6683	1.0	688	0.113213756788
scaffold-W245967	7371	6747	0.915343915344	1488	0.201872201872
scaffold-W245974	12734	10534	0.827234176221	0	0.0
scaffold-W245978	5647	5374	0.951655746414	412	0.0729590933239
scaffold-W245979	5089	5165	1.0	70	0.0137551581843
scaffold-W245982	13847	12155	0.877807467321	0	0.0
scaffold-W245984	8009	8218	1.0	555	0.0692970408291
scaffold-W245990	5691	5458	0.95905816201	0	0.0
scaffold-W246003	6417	6388	0.995480754247	0	0.0
scaffold-W246014	12324	11375	0.922995780591	0	0.0
scaffold-W246030	15290	13126	0.858469587966	2144	0.14022236756
scaffold-W246032	8552	6139	0.717843779233	0	0.0
scaffold-W246051	5991	5860	0.978133867468	0	0.0
scaffold-W246052	11107	10513	0.946520212479	1880	0.169262627172
scaffold-W246072	5914	3243	0.548359824146	0	0.0
scaffold-W246075	16514	13391	0.810887731622	2470	0.149570061766
scaffold-W246085	8218	4216	0.513020199562	0	0.0
scaffold-W246124	6415	6055	0.94388152767	0	0.0
scaffold-W246230	9626	9286	0.96467899439	0	0.0
scaffold-W246254	7420	5421	0.730592991914	2006	0.270350404313
scaffold-W246906	8360	943	0.112799043062	0	0.0
scaffold-W247400	6495	6173	0.950423402617	1560	0.240184757506
scaffold-W247463	6653	6322	0.950248008417	0	0.0
scaffold-W247704	11981	8250	0.688590267924	0	0.0
scaffold-W248615	19982	19537	0.977729956961	4107	0.205534981483
scaffold-W248681	8484	6041	0.71204620462	0	0.0
scaffold-W248702	5599	6065	1.0	0	0.0
scaffold-W248955	13983	13437	0.960952585282	7893	0.564471143531
scaffold-W248987	10931	8907	0.814838532614	4176	0.382032750892
scaffold-W251098	8653	8494	0.981624869987	1717	0.198428290766
scaffold-W251558	13892	12645	0.910236107112	249	0.0179239850274
scaffold-W251958	7196	5514	0.766259032796	0	0.0
scaffold-W252228	8683	6258	0.720718645629	0	0.0
scaffold-W252844	7891	6374	0.807755671018	0	0.0
scaffold-W252976	12865	7032	0.546599300428	104	0.00808394869802
scaffold-W253309	6395	6325	0.989053948397	0	0.0
scaffold-W253644	19127	17695	0.925132012339	5310	0.277618026873
scaffold-W253710	5833	5524	0.947025544317	0	0.0
scaffold-W254018	5460	5109	0.935714285714	2378	0.435531135531
scaffold-W254182	7345	6294	0.856909462219	0	0.0
scaffold-W254198	14612	10043	0.687311798522	2410	0.164932931837
scaffold-W254517	7063	1234	0.174713294634	0	0.0
scaffold-W254608	7755	7925	1.0	0	0.0
scaffold-W254654	5859	4899	0.836149513569	0	0.0
scaffold-W254812	8621	7918	0.918454935622	1583	0.18362138963
scaffold-W254999	8466	7380	0.871722182849	2353	0.277935270494
scaffold-W255504	6612	4382	0.662734422263	0	0.0
scaffold-W255641	7885	6874	0.871781864299	1397	0.177171845276
scaffold-W256110	5180	3887	0.750386100386	0	0.0
scaffold-W256134	7554	4661	0.617024093196	0	0.0
scaffold-W256190	8979	7536	0.839291680588	2708	0.301592604967
scaffold-W256391	8063	7934	0.984000992187	0	0.0
scaffold-W259176	6013	3901	0.648761017795	0	0.0
scaffold-W264279	8919	7746	0.868483013791	135	0.0151362260343
scaffold-W265071	10183	8042	0.78974761858	646	0.0634390651085
scaffold-W265550	5372	4261	0.793186895011	879	0.163626209978
scaffold-W267688	7977	7393	0.92678951987	1463	0.183402281559
scaffold-W269248	6929	6688	0.965218646269	0	0.0
scaffold-W271033	7082	7070	0.9983055634	657	0.0927704038407
scaffold-W271409	8361	5874	0.70254754216	107	0.0127975122593
scaffold-W273149	6540	5472	0.836697247706	406	0.0620795107034
scaffold-W273452	9080	7584	0.835242290749	2117	0.233149779736
scaffold-W273597	12057	11455	0.950070498466	0	0.0
scaffold-W273607	7961	5396	0.677804295943	0	0.0
scaffold-W273648	8815	6241	0.70799773114	0	0.0
scaffold-W273689	15005	13719	0.914295234922	1123	0.0748417194269
scaffold-W273895	5903	5343	0.905132983229	439	0.0743689649331
scaffold-W274086	5794	6242	1.0	739	0.127545736969
scaffold-W274187	17319	18516	1.0	2036	0.117558750505
scaffold-W274251	5137	3128	0.608915709558	412	0.0802024527935
scaffold-W274343	10248	8760	0.854800936768	0	0.0
scaffold-W274364	10469	6619	0.632247588117	0	0.0
scaffold-W274442	5645	5815	1.0	2377	0.421080602303
scaffold-W274478	10890	9886	0.907805325987	0	0.0
scaffold-W274496	13512	13604	1.0	4468	0.330669034932
scaffold-W274702	10015	8175	0.81627558662	0	0.0
scaffold-W274844	11704	10602	0.905844155844	0	0.0
scaffold-W274863	7213	6319	0.876057119091	0	0.0
scaffold-W274982	8046	4173	0.518642803878	0	0.0
scaffold-W275262	10424	8819	0.846028396009	1933	0.185437452034
scaffold-W275381	8671	8064	0.929996540191	0	0.0
scaffold-W275385	8307	8211	0.988443481401	2176	0.261947754906
scaffold-W275390	12305	5343	0.434213734254	274	0.0222673709874
scaffold-W275553	5905	6668	1.0	1924	0.32582557155
scaffold-W276090	5068	4284	0.845303867403	0	0.0
scaffold-W276213	7794	8014	1.0	0	0.0
scaffold-W276478	5782	3785	0.654617779315	943	0.163092355586
scaffold-W276489	7082	3947	0.557328438294	0	0.0
scaffold-W276571	10558	10605	1.0	118	0.0111763591589
scaffold-W276580	10058	9087	0.903459932392	3419	0.339928415192
scaffold-W276609	8085	7748	0.958317872604	2113	0.261348175634
scaffold-W276634	8896	8000	0.89928057554	0	0.0
scaffold-W276669	5876	6901	1.0	1324	0.225323349217
scaffold-W276671	6065	6605	1.0	1647	0.271558120363
scaffold-W276710	9928	7085	0.713638195004	158	0.0159145850121
scaffold-W276738	7955	3783	0.475549968573	0	0.0
scaffold-W277070	20088	18301	0.911041417762	2209	0.109966148945
scaffold-W277106	6873	7325	1.0	0	0.0
scaffold-W277207	12111	11927	0.984807200066	974	0.0804227561721
scaffold-W277245	5269	7255	1.0	0	0.0
scaffold-W277264	6382	5583	0.874804136634	1400	0.219366969602
scaffold-W277293	7076	6727	0.95067834935	0	0.0
scaffold-W277320	11997	11970	0.997749437359	3989	0.332499791615
scaffold-W277376	7590	7525	0.991436100132	0	0.0
scaffold-W277380	12553	9361	0.745718155023	630	0.0501872062455
scaffold-W277392	7243	4462	0.616043076073	0	0.0
scaffold-W277400	8118	7800	0.960827790096	0	0.0
scaffold-W277453	9968	7562	0.758627608347	42	0.00421348314607
scaffold-W277501	19884	18274	0.919030376182	4288	0.215650774492
scaffold-W277551	6884	6694	0.972399767577	0	0.0
scaffold-W277578	5518	4858	0.880391446176	0	0.0
scaffold-W277590	5353	4863	0.908462544368	0	0.0
scaffold-W277618	10669	9435	0.884337801106	924	0.0866060549255
scaffold-W277634	5487	4869	0.887370147622	0	0.0
scaffold-W277637	7580	6709	0.885092348285	2672	0.352506596306
scaffold-W277661	6096	2960	0.485564304462	0	0.0
scaffold-W277668	6749	5277	0.781893613869	0	0.0
scaffold-W277694	5811	1297	0.223197384271	0	0.0
scaffold-W277873	5067	5343	1.0	0	0.0
scaffold-W278059	9942	7305	0.734761617381	0	0.0
scaffold-W278075	13420	12170	0.906855439642	2116	0.157675111773
scaffold-W278076	5752	6506	1.0	597	0.103789986092
scaffold-W278116	5591	4245	0.759255947058	80	0.0143087104275
scaffold-W278147	6302	6888	1.0	1447	0.229609647731
scaffold-W278152	7635	4822	0.631565160445	0	0.0
scaffold-W278168	8501	7160	0.842253852488	0	0.0
scaffold-W278184	9585	8712	0.908920187793	2360	0.246218049035
scaffold-W278189	12005	13177	1.0	1895	0.15785089546
scaffold-W278209	8033	7964	0.991410431968	2277	0.283455745052
scaffold-W278228	13735	11136	0.810775391336	1548	0.112704768839
scaffold-W278241	10516	9482	0.901673640167	690	0.065614302016
scaffold-W278288	5437	5233	0.962479308442	0	0.0
scaffold-W278297	5186	5048	0.973389895874	1749	0.337254145777
scaffold-W278302	8705	6541	0.75140723722	0	0.0
scaffold-W278310	9922	8285	0.835013102197	0	0.0
scaffold-W278315	8925	8035	0.900280112045	0	0.0
scaffold-W278329	14577	6229	0.427317006243	0	0.0
scaffold-W278333	5220	5551	1.0	0	0.0
scaffold-W278334	7195	4862	0.67574704656	0	0.0
scaffold-W278344	8799	7629	0.867030344357	0	0.0
scaffold-W278361	11711	11893	1.0	1826	0.155921782939
scaffold-W278369	5402	5622	1.0	0	0.0
scaffold-W278376	14490	13237	0.913526570048	284	0.0195997239476
scaffold-W278382	5646	3954	0.700318809777	0	0.0
scaffold-W278386	9094	6365	0.69991202991	0	0.0
scaffold-W278402	10939	6928	0.633330286132	145	0.013255324984
scaffold-W278415	6885	2767	0.401888162672	0	0.0
scaffold-W278419	5691	4523	0.794763661922	0	0.0
scaffold-W278427	10099	10475	1.0	2711	0.268442420042
scaffold-W278443	9591	9550	0.995725159003	3161	0.329579814409
scaffold-W278460	8622	9257	1.0	1298	0.150545117142
scaffold-W278462	10093	10206	1.0	2378	0.235608837808
scaffold-W278466	10112	11815	1.0	2383	0.235660601266
scaffold-W278478	6406	5209	0.813143927568	0	0.0
scaffold-W278504	6883	3773	0.548162138602	0	0.0
scaffold-W278505	8378	9640	1.0	0	0.0
scaffold-W278627	9785	2569	0.262544711293	0	0.0
scaffold-W278677	10444	12045	1.0	1700	0.162772883953
scaffold-W278689	11004	9028	0.820428934933	0	0.0
